Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,445747,497066,882422,805866,1802902,1310086,1620133,2522986,1886271,1996199,992588,903030,1035900,1005586,833098,594939,784411,952799
China,71419,51123,131301,166112,364833,273080,318110,555582,384861,439896,282998,167248,272258,422784,345512,179211,190902,300669
Portugal,116371,149766,190103,186637,497171,304361,347187,591345,493759,431474,175536,219163,296430,227583,205490,145019,207539,240799
United States of America,15028,21248,58673,64371,174584,112287,182120,154613,118363,284118,46790,109608,100611,55478,41166,45262,35841,45326
South Africa,45235,53824,72972,36494,89066,49355,90157,153373,101910,99779,62962,52590,51696,33914,34298,22872,24558,39568
Sweden,432,404,2106,2738,9512,46551,97166,137296,70044,39362,2799,4118,302,615,1218,4353,19141,34930
United Arab Emirates,45123,36576,93943,38202,58776,39379,55053,55088,52412,53313,19116,22500,29066,23866,20394,11616,25694,34117
United Kingdom,16103,15619,15893,19635,57037,58384,76901,153416,102684,84441,78932,31127,49490,27209,19585,33471,35831,22049
Spain,10315,13143,20802,19257,28143,40940,17393,45335,67841,38521,21368,19955,20431,9770,12808,12404,13846,20583
France,16802,23465,63301,24912,77018,40252,98943,64103,48265,47398,45781,25491,51469,13189,16550,11813,21959,19506
Italy,3837,12188,10013,15838,32915,13848,15462,25255,19113,18436,7621,9184,9737,15937,9026,4069,18776,18709
Norway,1458,1935,570,4047,3370,11438,11188,21596,25753,43706,53163,49211,5218,13359,3685,16401,6078,18413
India,64,17,1635,6888,9177,14477,20834,35434,19531,5037,5520,11344,4571,9765,22242,17880,14635,17162
"Korea, Republic of",13160,1464,17708,10840,24489,25201,23866,94042,68208,22452,11535,8749,6135,3124,2312,936,80398,17090
Germany,2310,4380,23966,7857,11140,17284,19669,29870,18367,19658,28407,63925,21907,7688,7979,9156,7918,16993
Türkiye,85,0,4,346,2787,2379,4642,5331,7543,7220,4064,1108,2867,4106,4498,5561,13075,13410
"Hong Kong, China",2100,4928,10939,13789,15472,8945,31824,57255,49756,116560,47286,16323,20028,25045,17229,4921,11763,9376
Belgium,17575,19951,21330,15179,42447,40377,33085,36566,47491,17133,16060,28759,16813,20273,8165,5938,6445,7706
Netherlands,2925,3009,10900,6930,26282,14172,22005,21347,21108,17091,9652,10549,8547,6057,6305,8117,8359,6983
Brazil,6482,15590,62315,36263,66267,57827,37945,41603,33842,13768,4610,6106,8060,3526,3829,9084,5516,6743
Lebanon,1183,1780,5126,6134,16108,10836,18053,39929,32758,25580,9904,5130,6125,4936,4455,1259,3935,6734
Israel,12436,21216,27169,20818,8132,16700,4579,8334,6610,7353,4894,1482,1561,2534,2150,1692,1196,5493
Denmark,394,3265,8182,2039,1949,1287,2282,8021,2627,3739,1665,810,959,640,11086,1946,1813,4742
Indonesia,1500,3527,590,3707,2490,1813,2381,6103,2569,1501,495,27,467,1124,740,85,1245,4496
Mexico,0,0,0,198,81,41,209,899,840,310,1790,1227,529,1026,1661,1102,1968,4468
Switzerland,608,1524,4736,4074,2153,4283,5152,5911,4198,8341,3390,1494,2112,1164,1613,1068,2083,4468
Finland,0,1,1,3385,61,25672,131,4312,1488,226,730,1657,15,35721,525,186,1751,3522
