Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1936,2649,3971,3839,10806,8932,9040,14292,15573,17030,5499,4590,7271,7185,6403,3464,4089,4766
Portugal,715,909,1166,1867,5271,4116,4375,6896,6899,8515,2591,2653,4494,3655,3322,1677,2114,1973
China,23,120,341,270,1166,1360,1515,2562,2183,2990,1221,1108,1244,1064,860,647,626,1429
Türkiye,0,13,0,2,233,70,208,912,1644,2676,840,58,332,817,907,475,746,534
South Africa,440,536,164,372,680,366,557,750,335,364,159,233,411,324,229,71,102,209
United States of America,100,211,204,123,135,358,240,197,91,108,81,52,39,92,85,53,38,135
Italy,1,18,39,19,404,282,138,204,952,490,66,52,31,122,149,59,61,55
United Arab Emirates,9,63,365,60,128,198,97,208,881,320,103,48,58,31,11,28,55,46
Brazil,399,221,638,174,644,647,334,867,233,105,33,35,37,149,91,28,60,43
Malta,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,41
Spain,1,63,5,29,8,37,324,18,69,28,28,4,102,281,14,48,7,41
France,25,24,199,48,164,86,56,194,269,128,22,9,17,22,20,16,20,34
Switzerland,0,0,314,6,88,1,13,15,3,2,1,2,7,3,1,7,2,33
Belgium,9,0,93,85,120,171,284,14,22,63,18,20,68,50,26,16,82,29
India,0,0,0,66,65,189,203,156,334,340,141,193,85,298,181,0,9,25
Viet Nam,0,0,0,0,0,0,0,2,6,4,1,0,0,4,4,0,0,23
Congo,0,0,0,14,16,12,12,1,5,0,0,0,1,0,27,207,11,17
United Kingdom,54,11,10,4,457,26,31,110,70,103,4,7,3,18,269,26,17,16
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Lebanon,0,0,0,2,48,74,144,98,16,8,7,1,88,70,2,24,1,10
Namibia,0,0,17,86,697,68,240,509,443,498,40,36,21,14,9,12,4,10
Germany,2,232,158,5,19,529,26,14,5,13,2,8,9,17,12,11,23,9
Netherlands,21,13,9,13,10,6,11,123,37,3,88,18,128,17,1,35,1,9
Morocco,0,0,29,0,1,0,1,0,0,0,0,0,0,0,0,1,0,7
"Congo, Democratic Republic of the",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hong Kong, China",0,3,0,49,9,2,3,14,28,6,16,1,1,1,4,1,0,2
Peru,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1
Canada,0,41,0,9,0,15,0,1,1,0,2,0,1,1,1,1,1,1
