Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,90,33,119,195,19
United States of America,0,0,113,0,19
Dominican Republic,2,33,5,195,0
France,2,0,1,0,0
Curaçao,21,0,0,0,0
Philippines,64,0,0,0,0
HHI,0.498147004,1,0.882990813,1,1
