Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,23,31,12,16,102,55,90,21,9,48,161,48,108,59,25,7,64,37
Australia,20,3,3,2,8,5,6,3,1,6,0,6,1,2,14,0,45,21
Singapore,3,0,1,0,9,10,0,0,0,0,0,1,0,5,8,0,0,13
China,0,23,0,11,86,32,31,1,0,2,101,3,0,30,2,7,5,3
Fiji,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0,0
New Zealand,0,0,0,2,0,0,2,0,0,30,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,1,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0
Thailand,0,5,8,0,0,7,50,16,8,9,13,31,36,21,0,0,14,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HHI,0.587881921,0.44494731,0.443375673,0.313529773,0.648318887,0.258623149,0.38046592,0.556203299,0.644260854,0.331378776,0.383239715,0.469345368,0.35856671,0.371029102,0.171709096,1,0.386015759,0.224948308
