Exporters,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017
World,2602,2190,2051,1890,1416
India,2175,1655,1757,1766,1150
United States of America,29,38,165,36,190
China,36,26,0,0,73
France,0,0,0,0,3
Brazil,66,83,0,0,0
Denmark,0,14,0,0,0
Dominican Republic,265,373,1,0,0
"Hong Kong, China",29,0,128,0,0
Panama,0,0,1,7,0
Peru,0,0,0,81,0
HHI,0.734212674,0.621295458,0.751594993,0.871150238,0.649544579
