Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,0,0,0,2,7,24,11,48,0,0,10,1,1,1,17,5,8,1
"Congo, Democratic Republic of the",0,0,0,0,0,2,7,0,0,0,0,0,0,0,1,1,17,5,3,1
China,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Italy,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rwanda,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HHI,0,0,0,0,0,1,1,1,0.447376776,0.104502159,0,0,0.677488313,1,1,1,1,1,0.198957881,1
