Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,34388,44130,54097,46746,155068,73751,106429,174621,133749,175255,67439,101707,136947,167407,105227,62213,83371,102599
Portugal,7955,12867,19664,8234,17747,18099,23503,43325,31796,61669,15277,29831,31208,30709,20698,11893,13186,19036
South Africa,13686,11558,13932,12055,87498,24565,40427,35312,41617,50477,17023,17997,19942,15375,12934,7444,10211,15675
China,2257,2002,1690,2221,2894,2463,6049,9583,7502,9703,5555,10620,17904,15795,10822,10591,12613,10260
India,4,722,598,464,925,868,2001,3728,4547,5011,4378,2487,8364,12147,7799,5213,7665,10050
Belgium,138,778,374,489,1443,1046,1028,6745,5653,4275,3101,6054,8240,17224,10024,3410,4882,9341
France,2231,413,1536,497,1516,2808,3425,4914,3971,3878,2181,1475,4200,5213,3467,3338,4095,5037
Germany,379,3,240,142,29,732,297,963,659,1110,1518,2897,5642,18285,6491,4442,6637,4950
United Arab Emirates,1099,1018,1188,912,1785,2914,4046,4913,6372,8503,3567,1165,2636,5288,4231,2182,3927,4902
Ireland,0,0,0,5,1,2,5,0,0,0,0,47,14,0,0,0,7,3687
Spain,446,104,419,869,1557,1684,2071,4371,2784,3013,1317,493,2995,2834,2768,1638,3287,3672
Côte d'Ivoire,417,794,1282,841,1612,1459,1189,1732,1206,1406,907,777,2126,1455,1423,1805,2398,3104
Brazil,1504,5895,1852,2396,5526,4836,4894,7455,5286,7615,3148,497,3538,2439,1192,1182,1643,2620
Netherlands,7,78,44,9,79,391,147,215,967,338,1289,2133,1494,1573,491,1319,1686,2593
"Congo, Democratic Republic of the",36,1,31,78,1,133,40,24,6,1054,395,752,188,543,1404,1026,1235,1295
Italy,1212,414,10,307,444,551,1069,1960,898,1218,469,277,605,860,453,1302,479,937
Türkiye,22,104,363,529,740,389,1152,2791,1619,1952,1046,302,548,1135,974,182,320,840
Lebanon,403,0,8,128,68,199,50,481,1867,228,228,6,45,217,989,234,617,560
Indonesia,153,276,0,40,70,158,485,595,274,337,75,121,1035,240,569,33,133,486
