Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,0,0,0,0,0,0,0,0,0,1660,2884,1495
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,1231,2104,1316
China,0,0,0,0,0,0,0,0,0,418,753,99
Pakistan,0,0,0,0,0,0,0,0,0,4,24,63
Thailand,0,0,0,0,0,0,0,0,0,7,0,9
Türkiye,0,0,0,0,0,0,0,0,0,0,0,5
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,3
France,0,0,0,0,0,0,0,0,0,1,0,0
Japan,0,0,0,0,0,0,0,0,0,0,2,0
United States of America,0,0,0,0,0,0,0,0,0,0,1,0
HHI,0,0,0,0,0,0,0,0,0,0.60774635,0.592793518,0.803615687
