Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,351702,435729,743862,705231,1796152,1530336,1075207,1906296,1500948,1855085,1026058,876494,529922,472189,416624,397116,534826,609768
China,7662,10117,29747,60455,134903,105032,105073,183922,155918,145936,145761,64037,96327,153881,83094,42235,61073,109537
Portugal,174220,98044,145802,86889,284931,175820,205852,307991,257587,259561,86862,62380,99463,83797,73045,50380,63239,81311
United Kingdom,8994,49396,58037,63628,100769,126592,85741,174306,174463,166681,63128,62278,40328,15213,23421,46019,46176,63375
France,12473,24224,64360,60948,129895,159713,54319,212481,82821,205012,64490,125941,64221,48845,33819,17908,31870,59007
Italy,4252,12034,7457,19680,79868,10397,14900,11403,42052,80393,52755,67413,34590,26970,19193,20167,69892,46365
United States of America,11789,27910,120114,121257,269061,218580,160331,296762,196189,281376,128548,101713,40740,18013,30301,32756,33531,43457
Brazil,20898,26435,49810,32961,83039,26886,39962,51668,42252,48613,29942,10699,13131,3597,19109,7690,6288,33352
Norway,1721,12258,12495,27918,31674,135475,22172,59906,66915,55193,41176,89410,28165,37997,18268,16249,91091,27733
Türkiye,4372,750,10,7587,15346,7231,7807,11787,25713,15448,44773,12344,11767,10846,7790,7109,10368,20490
South Africa,36197,40441,98822,47037,143988,80860,61088,51068,47564,47673,25023,34466,14137,12118,12916,7444,13957,18230
Mexico,3722,4734,22786,17648,47984,12248,30343,43152,44413,50796,41439,109839,79,97,5201,775,9091,10829
Spain,8807,3573,6157,7385,14992,8373,6166,17532,40167,14922,9864,16977,10153,6266,12901,6941,9049,9480
Germany,2914,1978,1266,3432,47767,12732,26095,51825,6451,94339,15453,4511,3439,2945,5373,10952,5085,7911
Singapore,65,418,2231,4788,10331,8402,11322,36392,16045,35836,7524,4489,4630,3612,8371,5929,9385,7635
Belgium,12292,54382,36141,46787,104530,134610,71076,152474,96738,57063,95808,28429,18786,17516,23516,12819,10380,7571
Indonesia,0,18,297,822,1740,27178,5728,1360,5086,36959,32441,2374,2275,80,1567,2704,6392,7534
Netherlands,3443,6856,16129,3599,6301,77568,38987,22513,24517,14653,20864,16801,17640,3429,2331,5486,3451,6737
Algeria,0,0,0,308,0,0,18,36,13,29,0,255,9,0,6,2475,1,6327
United Arab Emirates,1507,3729,11725,4601,6558,8216,8488,11138,15154,18029,10393,8085,4519,2470,2764,3655,7101,6144
Romania,0,0,0,0,0,0,0,1365,11443,2452,1717,468,9,673,118,1232,615,5016
India,1564,220,586,747,10439,5731,9749,8424,4601,2925,1541,819,895,2965,4286,7033,5501,3908
Argentina,2067,2616,14819,17287,3341,9343,28286,77612,17395,38588,10909,6628,20,17,1250,121,3243,3886
Japan,1023,41053,5636,9716,79454,13344,13282,13812,18879,23449,28814,10740,5254,555,337,1575,2428,2881
Malaysia,8,0,6,539,232,214,1238,1856,807,5563,3952,5257,2342,88,9558,2733,3283,2355
Poland,0,0,0,117,205,56,76,143,219,764,564,831,841,308,4294,1243,193,2196
Namibia,9,3,0,4446,45710,3495,6861,14391,18928,7765,1543,1002,1172,728,1254,525,1050,2158
Lebanon,1061,1075,42,691,1461,1982,1107,1081,955,12289,1720,576,660,1213,213,279,426,1631
"Korea, Republic of",2206,270,8990,4555,10228,13491,14812,22035,27696,37686,35182,2656,2357,856,874,491,9207,1452
Thailand,360,465,5,1662,3688,5758,2032,9187,2782,57,22,670,48,1790,229,1490,126,969
Canada,285,442,165,657,387,459,4417,1285,1301,662,293,347,245,81,228,147,50,884
Russian Federation,6313,20,33,1618,698,311,83,917,373,1765,231,1421,754,994,284,680,707,839
Czech Republic,610,4123,4378,886,3195,184,5927,309,4,512,152,104,108,269,819,8010,362,799
Austria,1,70,0,1044,532,1557,111,677,610,98,43,635,365,138,208,8797,145,787
Nigeria,334,246,1417,466,500,241,971,159,590,28,151,880,40,234,307,91,110,579
Switzerland,489,102,8661,2249,6179,3056,841,1197,2374,4047,1031,1794,1458,1601,341,344,2610,579
Sweden,330,46,1171,514,894,1690,715,1530,1187,1616,2556,3221,74,725,1534,1718,2623,493
"Hong Kong, China",12,79,10,915,408,288,311,435,1327,852,2231,517,234,426,384,390,19,418
Bermuda,0,0,0,5,0,0,0,0,0,9,0,0,0,0,2,0,2,410
Mozambique,0,0,0,58,557,38,114,4,53,699,50,34,16,9,13,10,4,408
Israel,7,1781,1087,598,4493,3081,2465,3082,5302,13670,5043,388,791,3219,572,2733,321,386
"Korea, Democratic People's Republic of",19,0,0,1157,5,15793,0,17,349,8,0,0,0,455,62,61,2,376
Denmark,127,23,608,2766,3735,904,190,6328,4044,13799,699,295,725,88,230,45002,10041,285
Slovakia,0,0,0,1139,0,60,32,30,5,16,96,1,8,251,291,316,67,282
Viet Nam,0,0,0,1044,1168,234,113,743,308,488,433,95,522,1322,91,55,12,266
Saudi Arabia,0,0,0,342,202,32,426,356,34,66,157,567,11,50,9,5,1,253
Ukraine,825,1775,251,123,98,887,45,94,110,290,0,132,0,0,25,5,231,240
Ghana,0,0,0,184,5160,91,3308,3358,25,4880,117,259,508,142,22,18,36,230
Hungary,0,0,0,1348,1,12,2,2,2,1,11,1,178,374,1,5419,3,215
Congo,361,111,98,4993,39983,98200,5748,6088,2144,1934,472,3409,1334,47,1329,66,26,190
Greece,11,0,0,104,10680,93,75,1,16,123,0,209,34,31,31,14,8,149
Pakistan,0,0,0,81,6,4,13,2,1,7,10,0,0,20,173,42,22,125
Lithuania,0,0,0,0,0,8,0,0,0,3,973,22,1,15,2,0,2,117
Kenya,60,0,0,11,11,32,38,29,35,8,53,1,10,0,10,1,1,112
Australia,0,1735,17,391,76,59,303,355,6332,1097,488,93,11,144,45,251,43,106
Gabon,16299,0,2678,152,665,347,25,134,4201,287,1156,1430,2,10,9,69,63,87
Egypt,0,1260,221,1642,4040,1651,1078,559,434,3674,2950,4060,1347,400,87,705,634,70
Finland,0,0,0,446,16,1617,232,57,50,81,158,6,12,11,21,4,33,69
"Taipei, Chinese",0,0,43,51,792,34,174,1128,867,459,31,338,92,146,128,176,98,65
Ireland,656,0,97,1013,124,319,17,260,197,82,1220,647,0,12,165,150,304,63
Serbia,0,0,0,33,0,0,165,50,0,9,1,0,0,0,0,375,1,54
Sao Tome and Principe,3,682,0,14,0,0,0,0,3,46,0,0,10,0,1,0,0,40
Mauritania,0,0,0,369,2,7,146,0,33,3,98,44,4,49,6,17,10,36
"Congo, Democratic Republic of the",0,1,0,12,7,16,26,19,1,5,4,126,23,11,66,78,3,34
Qatar,0,0,0,0,0,8,0,0,1,19,0,0,191,0,2,10,30,21
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,382,19
Ethiopia,0,0,1,4,30,2,0,0,13,7,0,0,0,13,20,3,2,19
Senegal,0,0,0,21,993,110,20,121,66,159,1,886,8,5,0,552,0,15
Azerbaijan,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,7,0,13
"Macedonia, North",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13
Guinea,0,0,3,0,0,0,0,0,17,0,0,2,0,0,0,5,1,12
Slovenia,0,0,0,16,0,81,2,73,0,19,5,52,229,0,0,994,1,11
Lao People's Democratic Republic,0,0,0,5,0,0,8,0,8,18,0,0,0,0,0,0,0,10
Luxembourg,168,12,34,367,160,0,4,815,707,171,854,2,1,43,1,42,39,10
