Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,54147,56318,47978,44157,76927,123749,144870,162255,193604,219123,230570,243488,226083,166405,100795,111116,105325,79688,109211,104040
United States of America,158,212,0,0,0,579,69,394,773,2908,8886,10429,14874,10748,8121,13175,15664,6072,15416,15949
Brazil,1761,2027,1662,1349,3662,16941,23838,21221,22954,30649,28889,27665,27288,14311,3725,6277,6060,2155,6071,10979
United Kingdom,4454,5377,6284,4422,6920,3683,13121,11609,14567,13011,12411,17616,6320,4016,5088,11256,12596,9496,9230,10371
France,32016,31471,23860,23266,31138,39932,33680,41125,50832,52386,56000,40397,56760,47077,20985,17960,15458,19731,16440,10151
Spain,3478,5785,5398,6316,13377,16521,19850,22905,22845,23105,19310,21963,17342,20378,12538,15268,10836,6701,8652,8290
Italy,2346,2965,2068,3158,6343,9692,9681,9390,11605,10032,7911,11517,11358,14503,9491,12533,11896,11134,12400,7701
Poland,0,0,0,20,221,2460,4985,8319,11744,16715,21139,26912,28269,14736,8712,9817,8562,3251,6773,7370
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,711,1030,484,4396,4960
Belgium,1863,327,941,952,2461,4073,4933,6231,5194,10683,8137,5332,4320,3562,1417,1478,1203,2233,3979,4497
Switzerland,0,0,0,0,0,0,0,212,95,627,786,1281,199,122,87,331,149,2141,3505,4218
Germany,852,213,313,173,533,608,1454,1815,2976,3071,4755,6468,7521,11123,7116,6306,4993,3524,3222,3959
Canada,650,99,0,29,137,1709,1656,1428,3047,5662,10383,10077,5654,2575,1149,2249,3192,1764,3778,2915
Netherlands,4029,4104,4316,2695,7724,17565,23093,28069,33764,35535,34177,41358,31078,18040,17257,8210,7173,3461,3528,2844
Lebanon,0,0,0,0,0,0,1,2,0,0,0,168,0,187,164,0,482,234,927,1955
Denmark,521,1320,866,470,923,2150,1998,3604,3831,5644,6256,8561,3633,2359,2295,3226,2137,4510,3313,1674
Ireland,1297,1972,2102,1034,2700,4199,1427,667,1667,791,1007,1625,21,135,131,189,120,229,1179,1190
Portugal,0,0,0,88,285,898,154,50,95,122,94,214,120,217,439,284,442,396,835,969
Cyprus,0,0,0,0,0,0,0,0,33,60,126,0,170,26,26,47,134,304,765,743
Argentina,0,0,0,0,0,28,65,0,361,793,346,1817,936,135,238,189,617,524,641,705
Türkiye,61,0,0,0,0,32,1013,277,32,763,506,666,619,264,209,663,430,432,667,680
Tunisia,77,0,0,23,0,0,74,64,95,152,31,119,239,180,109,24,76,102,317,399
Australia,0,0,0,0,0,114,209,0,100,579,849,822,562,262,390,71,546,46,185,312
Mexico,0,0,0,0,0,0,0,0,535,259,0,35,26,101,108,0,0,0,437,266
Ukraine,158,50,0,0,0,0,0,0,0,0,0,188,979,33,152,332,655,396,1355,263
Morocco,0,0,0,0,0,0,64,0,0,61,63,31,425,347,87,24,47,50,384,174
United Arab Emirates,0,0,0,0,0,101,33,0,0,38,0,31,281,34,0,0,144,99,26,145
Bulgaria,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,93
Greece,0,0,0,0,0,0,0,0,0,30,31,0,0,0,43,0,22,0,163,84
Uruguay,0,0,0,0,0,0,0,0,127,122,126,156,0,0,0,0,0,25,26,69
Lithuania,0,0,0,0,0,36,0,0,16,0,0,0,0,0,0,47,0,0,90,38
Romania,0,0,0,0,0,0,0,0,32,0,0,0,34,0,0,0,0,0,0,35
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
