Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1332,1320,1535,3461,2094,1963,1421,2176,4328,2606,2275,2703,6879,4766,4590,5952,4202,1942,3272,2190
"Korea, Republic of",0,0,1,0,8,0,0,0,0,4,0,2,0,50,1070,1834,0,0,2531,1417
China,0,5,10,1,13,1,44,106,244,146,219,781,539,363,585,416,696,704,589,399
Viet Nam,181,254,165,144,88,313,366,410,495,688,600,276,4537,3433,2917,3049,3183,1020,27,157
"Taipei, Chinese",0,0,0,888,457,0,13,29,0,6,16,0,8,4,1,2,36,15,1,120
Thailand,31,116,1,73,106,63,48,60,54,112,136,210,22,34,16,428,246,138,112,88
Malaysia,0,0,0,0,4,0,0,39,6,0,0,16,0,28,0,0,0,61,0,8
Australia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,40,0,0,0
Germany,0,0,0,0,0,0,10,0,0,0,0,12,22,0,0,0,0,0,0,0
"Hong Kong, China",0,0,5,4,1,0,0,0,1,0,0,4,135,21,0,223,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Japan,1119,945,1352,2328,1416,1585,940,1530,3478,1632,1258,1402,1459,1,1,1,1,4,1,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Netherlands,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,148,784,0,0,0,0,10,0
Singapore,0,0,0,24,0,0,0,0,50,0,0,0,8,47,0,0,0,0,0,0
HHI,0.648236347,0.493037099,0.809628124,0.552203844,0.570464251,0.647312944,0.512382152,0.566623126,0.700719432,0.49089687,0.417333884,0.392810034,0.55811086,0.624116235,0.47413916,0.368694516,0.624346618,0.396621176,0.682864371,0.458255604
