Importers,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,5211,4101,4589,3416,3819,4999,3875,3219
Senegal,0,0,236,0,272,0,281,1298
United States of America,864,0,0,0,0,680,636,826
Morocco,2902,3789,2841,2285,3545,4319,810,824
Mauritania,0,0,0,569,0,0,0,271
Angola,0,0,12,0,1,0,1,1
Belgium,0,0,0,0,0,0,0,0
Türkiye,1445,313,1500,562,0,0,2145,0
HHI,0.157300348,0.75099477,0.403945918,0.310773971,0.836701379,0.571910769,0.309516363,0.18355959
