Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,0,0,0,0,244
United States of America,0,0,0,0,170
Dominican Republic,0,0,0,0,74
HHI,0,0,0,0,0.180136207
