Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,3106,1856,1042,0,6164,2893,4367,1630,0,0,0,3,0,0,0,0,0,21
Greece,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21
Equatorial Guinea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Denmark,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
France,0,0,6,56,79,0,18,21,17,605,0,0,0,0,0,0,0,0,0,0
Germany,0,0,2907,1263,218,0,5481,2170,2965,582,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,5,14,76,0,5,4,56,19,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,19,140,379,0,423,661,634,335,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,2,0,17,0,1,0,11,8,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,7,14,15,0,30,9,36,17,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,1,314,257,0,127,20,538,5,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,63,4,0,0,56,4,109,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.909242017,0.57043526,0.224122224,0,0.848378958,0.676280341,0.569697222,0.385125881,0,0,0,1,0,0,0,0,0,1
