Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,0,7,0,0,307
United States of America,0,0,0,0,212
Dominican Republic,0,0,0,0,46
Eswatini,0,0,0,0,29
Canada,0,0,0,0,20
Morocco,0,7,0,0,0
HHI,0,1,0,0,0.431758207
