Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,649,344,783,507,3409,627,2158,858,2601,798,1659,1239,2956,3101,7933,4960,4546,41638
"Taipei, Chinese",0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,2,0,37280
Malaysia,0,0,7,64,1229,104,549,106,3,15,1275,564,1477,1390,5002,3038,2819,1929
Indonesia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,341,0,1396
Australia,17,232,465,201,1237,378,471,207,131,397,162,451,453,559,500,521,1075,336
China,0,0,0,0,0,0,173,1,0,237,13,13,38,17,5,156,103,229
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"Hong Kong, China",0,0,0,0,139,0,0,74,6,6,0,57,106,135,16,80,197,166
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
"Korea, Republic of",351,21,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,17
New Zealand,78,3,2,2,3,33,11,0,19,19,0,1,10,12,44,7,23,7
Japan,1,0,0,39,0,30,154,53,23,0,81,1,557,8,2147,463,35,1
Singapore,48,0,268,1,7,2,20,0,1,2,1,0,0,0,20,51,0,1
Fiji,0,0,0,5,0,19,0,0,0,1,0,23,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
Malawi,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,60,73,39,77,17,55,777,415,2415,50,115,80,237,388,100,298,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,10,0,549,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,46,0,0,0,42,0,0,0,0
United Kingdom,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
United States of America,79,0,1,118,1,0,0,2,2,26,11,28,14,0,99,2,289,0
HHI,0.351094978,0.476953976,0.47159343,0.236340816,0.34171887,0.437218383,0.232136068,0.299905902,0.891605533,0.396533698,0.645370386,0.422394818,0.360929089,0.297324797,0.533960978,0.478988503,0.487285527,0.855531137
