Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,459,347,319,529,565,1138,725,1206,863,2184,2153,1883,2033,1911,1946,1958,2020,2027
Australia,270,189,179,309,169,586,360,588,603,1473,1146,909,863,785,654,721,775,600
Fiji,29,57,34,20,17,14,12,4,32,32,59,157,209,208,151,279,259,416
China,20,17,14,51,49,133,79,113,49,150,313,284,461,309,193,242,203,347
United States of America,0,6,0,1,2,2,3,0,2,5,8,17,114,200,213,115,106,234
Indonesia,17,13,21,65,199,190,119,152,34,155,156,307,108,208,333,420,335,172
"Hong Kong, China",8,13,42,18,44,51,36,70,36,34,53,16,34,42,69,86,97,58
Thailand,7,2,2,5,3,28,3,6,34,83,59,11,39,27,136,22,37,51
United Kingdom,37,15,0,19,0,0,0,0,0,1,10,11,24,23,19,22,4,33
New Zealand,2,2,4,0,4,4,6,1,3,14,22,58,25,16,7,13,49,29
France,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,35,26
Singapore,22,6,10,30,43,49,48,89,19,46,77,34,40,49,6,4,26,23
Malaysia,1,0,1,4,4,8,2,30,9,11,15,12,26,15,95,7,61,20
"Korea, Republic of",0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,1,5
Philippines,0,0,0,0,0,4,0,18,1,1,17,35,2,1,0,3,23,5
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,5,4
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Taipei, Chinese",0,0,0,0,0,2,0,0,0,0,1,1,0,2,1,0,0,1
Papua New Guinea,38,21,6,5,27,63,47,122,11,134,184,8,4,12,58,4,3,1
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Italy,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0
Japan,3,1,4,1,3,5,9,11,21,16,7,20,15,10,5,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senegal,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
India,0,4,0,0,0,0,0,0,3,23,0,0,6,2,0,0,0,0
Switzerland,5,0,0,0,0,0,0,0,1,2,27,0,36,0,0,0,0,0
HHI,0.45754021,0.417362028,0.417157319,0.452678656,0.277496819,0.400584271,0.360275483,0.351561006,0.612460712,0.592887895,0.427573457,0.386337236,0.346016671,0.314623787,0.23173354,0.314995906,0.28298256,0.249634223
