Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,72,621,78,25,304,0,0,0,0,207,2312,0,477,4,0,3
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chad,0,0,0,0,0,25,0,0,0,0,0,114,0,0,0,0,0,0
Cameroon,0,0,0,516,78,0,0,0,0,0,0,0,0,0,11,4,0,0
China,0,0,0,0,0,0,0,0,0,0,0,93,47,0,466,0,0,0
"Congo, Democratic Republic of the",0,0,72,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,304,0,0,0,0,0,2265,0,0,0,0,0
HHI,0,0,1,0.480856903,1,1,1,0,0,0,0,0.012391687,0.931313444,0,0.922194656,1,0,1
