Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,188,10,56,28,1003,1103,970,3586,1578,44,0,0,0,0,26,110,13,17,268,524
India,0,0,17,0,486,512,797,2200,804,16,0,0,0,0,0,96,5,0,268,419
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,106
Bulgaria,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,10,0,9,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,402,216,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,451,115,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,105,0,0,181,118,28,0,0,0,0,0,0,8,17,0,0
Malaysia,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Switzerland,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,2,19,173,140,57,665,432,0,0,0,0,0,0,14,0,0,0,0
HHI,0.012060071,1,0.332004014,0.149348208,0.268293248,0.128074613,0.603065949,0.413897261,0.274729334,0.088174596,0,0,0,0,1,0.596981969,0.063450001,1,1,0.401862265
