Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,0,2,2,0,0,6,0,0,0,1,111,545,160,19,169,0,719,734,385,1345
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,545,130,0,0,0,694,695,360,1345
Belgium,0,0,0,0,0,0,0,0,0,1,0,0,27,19,0,0,19,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0
France,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,9,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,6,9,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HHI,0,1,1,0,0,1,0,0,0,1,0.261084473,1,0.597895939,1,1,0,0.918673106,0.894914653,0.785986554,1
