Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,332,622,644,713,1046,1263,1737,1729,952,1509,1904,2378,2169,1881,1449,1553,1724,1836
Australia,196,250,238,289,524,519,426,405,336,527,671,831,773,871,682,1020,1146,1271
Papua New Guinea,136,372,363,417,520,744,1303,1282,615,979,1228,1539,1384,985,711,434,557,531
New Zealand,0,0,42,0,1,0,0,0,0,0,4,4,4,0,14,25,3,24
Singapore,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,7
China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,11,1
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Malaysia,0,0,0,0,0,0,7,0,0,0,0,2,1,1,0,0,0,1
United States of America,0,0,0,0,0,0,1,22,0,0,0,2,1,2,4,8,1,1
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,5,21,23,43,5,0
"Taipei, Chinese",0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
United Kingdom,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
HHI,0.039108268,0.046000929,0.236159119,0.317749036,0.303822077,0.038010062,0.578455265,0.597958772,0.099107595,0.377269435,0.372918326,0.521523386,0.567337288,0.491533389,0.485941858,0.558539675,0.580612643,0.613852204
