Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1840,1702,2237,1946,3272,5602,6741,6561,6092,7914,8283,7856,5344,5612,5902,6411,4631,5887,10066,14063
China,3,26,118,367,827,2101,2924,2537,1979,2948,2730,2203,1429,1807,867,1342,1546,1663,2287,4349
Italy,213,354,1410,787,791,1737,1986,1347,1138,1578,1739,1535,674,864,551,359,331,460,891,2627
France,367,369,318,401,361,716,628,744,638,866,706,665,511,429,519,869,613,719,943,1468
Ghana,359,228,39,54,401,441,367,836,776,728,906,829,1096,1213,1266,991,561,615,1258,1368
Argentina,0,0,0,0,0,0,4,0,0,0,0,446,387,0,552,1388,553,1106,728,1062
India,0,11,9,6,50,71,34,8,18,10,39,39,29,22,958,36,23,9,14,995
Benin,0,18,0,1,0,5,7,27,77,82,192,217,189,219,318,361,286,336,392,410
Côte d'Ivoire,56,51,14,48,365,91,114,128,74,167,375,262,193,81,86,101,33,268,697,364
Netherlands,17,0,1,2,0,6,0,6,18,181,26,177,68,81,22,63,18,30,13,270
Spain,41,78,30,20,45,43,80,113,51,55,121,121,58,92,136,91,30,103,300,199
Belgium,3,0,0,2,29,31,20,9,13,8,11,4,10,22,13,6,9,53,48,195
United Arab Emirates,0,1,4,1,25,34,4,12,56,40,178,79,30,14,15,57,11,3,82,107
Morocco,0,0,3,1,0,0,66,99,97,218,128,219,171,139,55,81,72,72,157,100
Viet Nam,0,0,0,0,0,0,0,0,32,66,16,29,13,16,6,35,10,43,155,95
Togo,706,444,0,1,0,0,5,29,1,25,47,39,11,89,24,31,40,10,34,58
Austria,0,0,0,0,0,4,14,26,45,61,85,71,44,34,55,19,21,0,103,56
Türkiye,15,7,0,18,0,72,0,0,23,25,67,99,6,11,9,39,17,10,52,50
Bangladesh,0,8,13,13,0,0,0,29,91,38,14,56,75,4,95,338,285,178,218,44
Nigeria,0,0,0,0,0,2,3,4,95,111,35,52,62,66,30,9,34,10,32,38
Egypt,2,0,5,0,37,9,6,36,86,17,23,32,0,12,38,3,0,0,0,35
Malaysia,2,0,0,0,0,0,9,27,71,1,48,30,0,29,4,26,0,4,0,24
Tunisia,0,0,43,23,5,0,163,7,243,247,135,148,36,170,0,0,13,0,50,23
Lebanon,55,88,112,92,146,166,81,119,88,39,33,59,19,41,23,45,5,3,10,22
South Africa,0,0,4,9,53,12,20,50,8,32,57,5,53,3,0,21,11,13,73,19
Niger,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,6,16,0,1,14
Senegal,0,0,5,0,0,0,0,0,18,28,64,3,4,62,19,10,2,21,7,12
Saudi Arabia,1,0,0,0,8,0,0,0,18,15,3,0,0,0,0,5,0,1,24,11
Thailand,0,0,14,0,0,11,47,88,41,54,77,48,24,20,15,20,0,12,9,10
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,13,8
Australia,0,0,0,0,0,0,0,81,12,8,17,17,0,0,5,9,0,0,0,6
"Hong Kong, China",0,4,43,48,19,16,0,12,89,0,42,48,2,0,0,0,0,0,0,6
Mali,1,0,0,15,11,0,18,22,10,23,40,169,19,15,134,3,31,56,103,6
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Germany,0,9,8,15,15,5,2,0,0,0,11,11,39,6,1,20,1,37,1322,3
Portugal,0,0,0,1,0,0,0,0,0,0,0,0,12,19,15,7,0,0,5,3
Switzerland,0,0,0,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,3
United States of America,0,6,0,0,6,0,43,60,13,7,15,42,2,0,0,3,0,1,0,1
Afghanistan,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Andorra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,1,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,9,29,11,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,43,134,54,37,46,17,0,4,0,5,0,0
Sri Lanka,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Cyprus,0,0,0,0,26,11,0,32,33,10,0,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,45,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,6,2,0,0,8,1,0,0,0,0
Ethiopia,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,5,0,10,1,5,42,0,25,10,0,4,0,0,18,13,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0
"Korea, Republic of",0,0,11,15,15,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"Taipei, Chinese",0,0,8,0,0,0,12,39,47,43,19,11,0,15,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pakistan,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,15,0
Singapore,0,0,20,0,26,0,0,0,28,0,73,13,3,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Macedonia, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
United Kingdom,0,0,6,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0
HHI,0.313651854,0.236119974,0.561963504,0.370481986,0.249972974,0.381975872,0.433211055,0.358503172,0.300689673,0.338351807,0.312967904,0.25820193,0.260370103,0.304520222,0.222437635,0.253896347,0.277366565,0.259532661,0.204541971,0.288074249
