Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,59,84,731,0,0,0,0,0,0,0,5241,7953,6347,6307,3506,1534,3648,4412
"Congo, Democratic Republic of the",8,1,0,0,0,0,0,0,0,0,649,3166,2367,2359,2283,975,1758,1733
South Africa,8,19,16,0,0,0,0,0,0,0,77,49,45,336,10,45,28,612
France,15,34,33,0,0,0,0,0,0,0,216,34,28,141,4,13,12,499
Congo,0,4,22,0,0,0,0,0,0,0,215,258,192,261,147,42,778,428
United States of America,5,11,531,0,0,0,0,0,0,0,463,206,300,260,75,126,220,356
Namibia,0,0,0,0,0,0,0,0,0,0,265,953,3,322,29,128,179,346
Mauritania,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,142
Spain,0,0,1,0,0,0,0,0,0,0,8,2,8,4,16,17,70,57
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,59,124,53,7,19,1,35,50
Nigeria,0,0,6,0,0,0,0,0,0,0,44,82,8,22,3,1,25,44
Portugal,8,0,3,0,0,0,0,0,0,0,180,49,140,99,10,18,35,22
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,28,14
United Kingdom,0,1,21,0,0,0,0,0,0,0,303,201,106,29,14,23,21,13
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Cameroon,0,1,0,0,0,0,0,0,0,0,14,6,7,105,10,5,11,10
Ghana,0,0,8,0,0,0,0,0,0,0,0,8,13,4,3,2,5,7
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,2,7,1,2,2,1,3,7
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,6
Brazil,0,0,4,0,0,0,0,0,0,0,15,131,7,18,52,3,9,5
Mozambique,0,0,0,0,0,0,0,0,0,0,5,5,6,22,77,34,35,5
Norway,1,2,3,0,0,0,0,0,0,0,40,38,197,18,134,0,8,5
Australia,0,0,0,0,0,0,0,0,0,0,4,3,0,13,3,0,0,4
Gabon,0,0,0,0,0,0,0,0,0,0,44,1,184,319,55,1,0,4
Italy,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,3,6,4
India,0,0,0,0,0,0,0,0,0,0,51,70,56,35,9,1,0,3
Zimbabwe,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
United Arab Emirates,0,0,37,0,0,0,0,0,0,0,670,1040,1221,948,247,8,81,3
