Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,18806,31834,38704,109870,114509,254272,204930,182997,131039,262699,70732,75486,94472,97507,79830,50347,86054,86534
United Kingdom,28,66,632,544,818,3431,7027,2698,5118,1797,3957,23281,384,4932,348,1104,13630,33322
China,616,667,1705,2515,7767,6797,8218,16551,11282,14566,6708,6218,9907,12607,11051,10007,12585,18026
Portugal,8339,10737,14982,14419,34214,24318,27166,44404,30378,31435,11500,11082,15277,15118,12167,9325,11452,11913
South Africa,3732,6270,7797,6715,22411,20601,20826,35501,20761,5248,3323,15754,29085,16974,13119,5312,5749,10155
France,1357,4398,1981,65495,9793,148785,96373,15884,20120,177648,34158,10156,31918,39749,35451,573,27148,3220
United States of America,36,719,675,2964,4015,2449,5407,8754,3460,7348,2606,2698,1197,1180,1148,1745,445,1365
Singapore,0,0,269,39,64,389,107,331,299,250,152,86,59,92,107,24,27,1178
United Arab Emirates,1001,2627,1571,914,1704,1202,901,1422,4296,1128,397,488,722,536,639,379,484,1022
Italy,474,2107,1471,1366,6949,8848,12699,13166,9275,7880,853,1169,937,948,1440,616,1148,991
India,0,32,13,149,811,1137,885,3375,1818,1435,583,525,595,1042,917,984,834,888
Germany,26,140,157,292,326,259,410,286,644,1134,344,78,967,397,766,700,121,693
Romania,0,0,0,0,0,0,0,9,0,0,3,0,0,0,1,0,55,554
Spain,619,220,1026,2112,5189,2373,3861,5036,5938,2487,503,711,910,240,529,755,665,538
Czech Republic,0,7,0,178,0,2,1,0,12,36,75,0,25,7,19,26,0,534
Brazil,558,666,2350,895,3355,8888,2927,1254,979,674,285,542,472,423,232,3265,8334,452
Norway,47,0,20,82,109,27,42,338,173,115,77,360,509,100,131,199,1829,280
Türkiye,0,0,0,1,78,139,137,140,145,21,205,39,25,42,39,44,123,191
Netherlands,127,21,61,15,420,213,258,1502,1198,452,215,379,280,158,391,260,311,150
Saudi Arabia,0,0,0,2,0,47,38,0,0,0,0,0,0,0,2,0,0,115
Belgium,317,1647,252,6748,7843,17119,5781,25317,11769,3651,839,331,183,391,330,295,265,107
