Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,1,6,1,189,1
United States of America,1,5,1,189,1
Canada,0,0,0,0,0
Cuba,0,1,0,0,0
HHI,1,0.487310034,1,1,1
