Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1511211,1865387,2089333,2487645,2550660,2828750,2389524,2945025,3843342,3799350,4538870,5076654,5550192,6057289,6348042,6586195,6001442,5188130,5819428,6367020
United States of America,1044973,1193463,1469480,1753153,1782048,1893164,1484167,1777202,1947240,1727930,1833743,1753093,1732027,1582450,1633927,1745896,1747544,1754025,2206014,2200687
Canada,55728,86378,101343,107957,129601,182270,189267,260273,360397,348516,412124,456875,460660,520183,548360,569969,543580,467728,593053,657151
Germany,139216,216245,210277,205138,151337,95438,70865,67546,242476,302496,391620,508834,549257,636376,724662,733291,631602,569864,475893,522571
United Kingdom,137838,168634,117090,125455,113609,122344,141930,161521,289244,337028,488849,630239,680526,691851,707699,679952,597204,460097,458948,519637
Belgium,3060,7882,8856,22192,26911,46358,36981,51558,112671,115529,123006,167037,201731,281004,267184,306286,294512,268542,317556,396956
Japan,5878,5796,6284,10744,7440,10707,28239,43237,88533,107234,181449,249522,352647,476536,456373,532650,395189,339950,372178,386293
Spain,13772,29429,33415,80275,90079,117265,100851,89453,126192,129527,165856,194823,240309,341942,347398,322652,235321,144791,161433,234629
Netherlands,22415,30395,20458,24483,73925,147090,130601,213921,146592,87486,112460,124203,175573,208357,243225,253062,224654,142244,168335,200175
Italy,4400,8574,6134,8220,15083,19550,18913,36888,57088,80323,102536,124105,130021,128728,148479,184723,169069,142689,166644,193396
France,42800,55650,46814,50075,30709,23626,23399,21895,39422,55794,70969,107751,162252,194907,220092,171656,159536,136282,138713,159365
China,16,779,1264,2566,1806,6725,6475,15802,39923,70292,67488,78547,102964,138659,183273,212472,197449,137390,119461,99013
Poland,624,1058,386,1523,1217,460,713,265,51693,55652,73915,88036,82795,86677,95076,101187,93087,72530,84336,77469
Australia,352,1548,3397,2471,3701,6494,11160,13384,22113,23916,46413,58540,69867,82487,82921,72741,65634,42262,53956,70074
Mexico,1626,2076,2806,7162,9183,19422,13326,25745,39006,42927,33896,33312,37984,36287,37447,39473,42113,30500,42095,58305
"Korea, Republic of",158,624,1210,1847,3672,3938,4366,12016,32215,45141,53620,63082,69460,81923,68888,74381,69633,56120,45214,52282
United Arab Emirates,460,1396,1390,2033,2776,5406,5593,8276,18695,21850,32806,40264,50423,53559,49754,40970,37153,28260,34475,44363
Ireland,9307,13871,9795,14981,16427,15234,18131,10806,15063,15460,11207,15936,26180,29229,33599,34216,32248,34841,41231,43679
"Hong Kong, China",493,623,1345,2302,4317,4772,5962,9261,15487,20474,32438,37906,47769,45870,46993,62879,59973,35422,36680,43393
Denmark,1064,1885,808,4437,4396,1290,1615,3240,8770,14383,14882,17254,21949,54096,70887,64199,39051,28923,22519,35235
Viet Nam,4,1,0,28,135,10,125,369,205,297,280,568,992,1365,1908,3336,17896,33828,20353,32439
Sweden,7501,6810,8916,10543,13934,13803,12373,18049,24625,24715,31143,33042,36266,33855,35828,33845,32259,25223,22628,27178
Thailand,1,10,46,255,237,304,193,543,1730,3598,3725,5790,12030,17006,26606,24595,26889,17325,16077,27143
Czech Republic,270,172,175,218,745,517,26,520,682,5249,8140,12863,19872,29912,30573,23780,14310,12094,11885,21038
Austria,950,2004,2571,3937,6133,5354,5290,3682,5735,8245,11523,11503,10165,10340,8117,13647,12363,6402,11035,18568
India,3,73,47,27,58,238,66,434,437,1531,1483,1775,3499,7459,8230,10512,10634,9549,10098,18328
Chile,127,269,1061,1879,2570,3951,2168,3234,7595,6675,9898,15696,13474,15343,16121,16706,14367,11130,11764,17083
Brazil,111,153,507,777,3033,5330,3612,4970,8339,8111,10175,14587,16417,11194,11136,13211,14794,13323,11891,17023
"Taipei, Chinese",1132,1497,1966,1924,2928,2701,3318,5089,8403,8332,9991,9832,14704,26262,20456,25497,26735,19661,12736,16676
Malaysia,898,778,701,565,794,1119,1595,1279,1625,9843,24549,37246,33569,27352,25590,23364,17650,10059,9376,15046
Türkiye,123,1248,1482,3221,4872,6375,3485,3171,7449,8341,19047,26419,17830,16180,12867,13433,9196,6630,5047,13449
Singapore,1325,375,391,831,1150,1958,2387,3252,4903,8634,13625,16802,17314,15258,13344,14350,8249,6445,7608,12543
Israel,20,46,89,229,172,813,1104,538,1566,2398,3126,4926,7072,8733,8894,7210,9595,8238,10075,12249
South Africa,8,271,648,1312,3947,4791,2593,2859,2911,6636,5949,4826,9419,8546,8433,9162,9386,6708,7688,11436
