Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,103,9,0,330,799,830,94,2042,2331,3165,3982,1742,1525,4226,4134,3437,3515,6673,3612,8550
Uganda,0,0,0,327,398,713,0,1617,1801,2507,3166,1440,0,4100,4083,3349,3374,6524,3545,8238
United Arab Emirates,0,0,0,1,10,0,0,0,25,52,58,168,430,115,42,82,85,56,65,252
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,18,60,547,113,0,0,0,1,15,84,1,60
Albania,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,17,0,0,0,20,38,1,1,1,0,1,0,0
China,0,0,0,0,2,0,0,0,0,0,0,0,20,9,3,4,4,2,0,0
"Congo, Democratic Republic of the",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0
Kenya,2,0,0,0,380,118,87,405,450,541,211,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0
Pakistan,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,101,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0
South Africa,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HHI,0.934360917,0.317302886,0,0.978600305,0.437244848,0.558613826,0.755961999,0.632747691,0.63212174,0.657595878,0.617453219,0.669691792,0.312415802,0.941137001,0.977779065,0.954212142,0.932798593,0.962465477,0.95650234,0.914787616
