Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,14,0,0,1,30,2,10,569,0,105,150,88,590,562,1232,1382,1759,1623
Cameroon,0,0,0,0,0,0,0,2,0,8,0,0,305,0,1175,1242,1577,1574
France,14,0,0,1,2,0,0,0,0,26,37,26,215,21,0,105,0,23
Spain,0,0,0,0,0,0,10,0,0,0,70,0,18,464,0,0,182,23
United Arab Emirates,0,0,0,0,0,0,0,0,0,70,0,0,0,22,0,0,0,2
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
China,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,26,0,57,34,0,0
Lebanon,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,41,0,0,15,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,25,0,40,0,0,0,0
HHI,1,0,0,1,0.7805045,1,1,0.994020753,0,0.430601732,0.189136008,0.158422267,0.384422663,0.694057112,0.845866384,0.768694722,0.667055909,0.945760296
