Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,82381,95249,94111,97726,119519,130729,146643,171834,173327,216532,386986,261871,270306,256804,310252,355944,359774,318820,369611,295717
Japan,8498,9914,25043,23172,23833,31219,37941,32833,35921,41067,77617,57063,47301,44315,71908,79473,84613,78868,93719,79842
China,5874,9650,16564,16024,28181,44039,42403,56219,61525,80985,108302,78395,81117,91756,102756,89887,65347,78935,88427,78692
Viet Nam,3,0,0,125,0,0,0,217,1082,1359,144,507,60,836,275,8639,8344,11747,19738,23571
Germany,6241,10243,12365,11844,16010,16058,20342,29647,23570,28515,50544,28373,24566,20090,25995,28441,38249,30289,24640,23492
United States of America,281,1045,5486,3694,3511,3376,4112,4365,4882,5890,42351,9557,18922,15337,26459,31666,36654,28046,26980,17490
India,434,804,2072,2705,18496,3856,4583,3950,4198,5367,12120,11761,7040,18521,18856,29459,20901,9745,16494,11083
"Korea, Republic of",194,298,164,422,418,1032,1269,1289,2920,3750,6121,5633,3693,6079,7756,8650,9681,8459,12527,10797
France,21374,28874,19168,16997,12014,7771,10065,11358,10028,16306,24023,14289,11729,9589,10770,13928,16219,13860,12621,9100
Thailand,584,401,2004,2322,3487,5694,4413,4788,5125,4408,7346,8156,3826,2713,2623,3523,4251,3446,4576,6740
South Africa,274,460,522,5798,2840,3595,11715,5827,7866,10137,18715,16580,12172,10849,11195,11830,14476,8140,12011,5016
Sweden,19,17,81,51,163,17,17,54,39,138,5056,1736,2829,2384,3320,3415,7499,5164,14063,4532
Belgium,15916,11876,1214,1544,1242,1311,1033,746,739,755,5000,3527,8946,4950,4676,3163,6230,2198,3463,3264
Indonesia,0,1,59,5012,32,382,511,2292,1204,3112,403,1019,1576,395,115,2287,2381,8649,5536,3181
