Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,1,36,261,1269,1434
France,0,0,0,0,1311
United States of America,1,6,191,1269,120
Italy,0,0,0,0,3
Canada,0,0,0,0,0
Congo,0,11,0,0,0
Dominican Republic,0,0,70,0,0
Jamaica,0,11,0,0,0
Morocco,0,8,0,0,0
Panama,0,0,0,0,0
HHI,1,0.027402334,0.246821927,1,0.806104637
