Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,56479,79039,102073,102119,206330,136225,229660,306627,276594,322292,107123,143784,159241,158593,114534,84849,81955,118017
Brazil,8438,9522,7768,12067,45689,21385,26558,53401,60139,106313,23910,34102,48630,46902,42452,33931,36569,50085
Portugal,24138,43240,44067,52070,93197,73394,120400,140468,122601,122616,49903,71106,62520,57692,38933,29800,25804,30726
Morocco,420,433,3014,4464,12053,7224,15731,21939,18851,16729,8046,9538,17429,19460,9419,4340,5452,14188
Italy,1342,4166,3062,7890,7932,6257,13321,16494,25140,25942,5464,14013,11041,19372,10573,10798,6603,9834
Thailand,5059,1831,1621,5584,14800,11115,27576,33302,24146,15378,4391,7569,4187,7776,1904,1452,3755,5561
China,0,5,642,1561,1519,1007,1949,5779,3089,5091,2245,2305,4803,1077,5194,541,311,2162
Türkiye,0,0,0,2,0,9,283,609,41,869,21,0,707,4,87,184,194,1064
Indonesia,0,0,0,171,943,1605,3575,8394,2649,2331,1788,350,1348,1203,1564,839,271,1047
Spain,2,3840,7480,2873,1970,1775,1857,3632,2223,2692,732,227,1057,2477,1516,1179,714,529
South Africa,7746,3343,9827,1221,2815,1824,1098,2474,1700,4517,3036,1849,2710,543,362,82,50,475
France,981,2516,8319,3641,2046,1392,5873,3861,2008,617,263,160,654,418,71,144,4,343
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,85,284
Ecuador,0,0,0,162,78,0,0,0,71,289,218,165,0,0,0,89,296,273
Poland,0,0,0,14,0,0,0,0,0,48,5,0,12,0,0,16,15,270
India,0,0,0,58,142,0,43,342,51,259,103,0,41,156,414,296,580,246
Belgium,27,3292,473,658,2232,1477,1141,1097,992,1380,940,662,391,467,389,157,193,225
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
Pakistan,0,0,0,2023,0,0,0,680,168,0,0,51,0,0,10,24,0,66
Lebanon,0,0,1570,329,370,149,752,495,1365,3263,66,244,304,111,97,5,4,61
Viet Nam,0,0,0,2,115,0,81,249,505,131,137,63,3,0,181,255,55,56
New Zealand,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Singapore,0,0,212,408,549,494,901,713,668,775,139,225,471,283,0,0,21,41
United States of America,804,1369,3430,1938,2229,3584,3196,8186,5159,4735,3574,427,1095,90,605,37,433,39
