Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,7732,9079,9785,15916,22455,35663,16942,15922,20065,18926,13572,16968,13257,9825,17480,17480,17594,17618,24191,23958
Portugal,2276,2247,1998,2670,6050,9798,7983,7242,6873,11993,10418,13376,9824,7932,13622,15090,15402,14871,21351,18256
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,516,1658
Netherlands,59,145,105,98,4,24,20,16,13,189,36,24,19,40,43,104,46,1,4,1249
Spain,17,618,289,95,33,102,4208,112,532,130,35,419,218,141,1617,595,971,586,1354,1178
France,0,0,0,0,0,9,154,5,7,1,2,3,3,2,3,5,114,16,429,697
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400
China,68,1,0,3,48,351,54,438,45,45,380,31,51,433,642,289,275,811,200,296
Türkiye,2324,1917,0,2384,1388,10958,1254,2729,3707,1472,908,2000,2315,405,417,630,202,1160,11,127
Senegal,0,0,0,0,206,677,0,0,0,0,0,0,0,0,0,0,0,0,2,87
Belgium,397,107,0,0,2,0,0,0,0,0,0,2,56,226,0,2,146,8,36,7
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brazil,1448,3783,6622,9108,14172,13021,2644,5013,8245,4681,854,23,0,0,0,0,0,0,1,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Germany,3,11,266,0,0,24,0,1,18,1,0,4,1,0,2,2,0,0,1,0
Italy,196,158,248,433,203,667,623,356,556,411,415,330,423,383,591,517,15,1,0,0
Jamaica,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,272,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,80,415,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0
Switzerland,0,2,0,920,0,0,0,0,0,0,518,727,331,180,129,0,422,0,285,0
Ukraine,0,90,256,205,348,30,0,0,62,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
United States of America,1,0,1,0,0,0,0,11,7,1,0,0,15,2,0,0,0,0,0,0
HHI,0.259902434,0.332482011,0.549908601,0.427545722,0.545623947,0.357723884,0.35833279,0.38613283,0.380484514,0.549203775,0.671154997,0.725475995,0.660148593,0.729744671,0.688648413,0.80328569,0.81663946,0.772895567,0.838227641,0.669776551
