Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,531,0,880,1527,892,2163,1337,1771,1099,764,638,707,1121,1188,1049,2719,1049,1444
Cameroon,82,0,34,575,91,434,0,121,379,253,229,133,358,400,143,515,357,681
France,130,0,343,454,209,385,170,117,97,42,263,88,265,64,144,1235,43,322
China,0,0,71,3,216,343,259,1018,194,381,47,202,245,421,312,547,300,243
Lebanon,0,0,37,0,0,3,0,26,0,0,67,50,6,0,103,91,27,79
Italy,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,38
India,0,0,0,0,0,0,157,0,0,1,0,0,0,0,26,0,0,19
Egypt,0,0,37,14,10,16,0,0,0,0,0,0,0,11,0,0,8,17
United Arab Emirates,0,0,0,27,0,0,0,0,181,75,6,101,54,7,0,179,79,16
United States of America,61,0,7,49,101,13,0,0,3,3,0,0,0,1,0,0,9,13
Netherlands,105,0,0,0,1,2,0,8,29,0,0,0,3,13,1,0,7,11
Belgium,67,0,47,161,182,363,0,63,7,2,17,3,10,37,119,17,92,3
Portugal,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,2
Germany,2,0,0,18,0,245,73,270,103,0,0,37,36,104,3,0,0,1
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,0
Congo,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,16,0,39,0,0,0
Côte d'Ivoire,0,0,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,26,0,0,0,0,0,2,0,3,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
Poland,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0
Romania,73,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,38,0,36,103,71,0,25,0,0,0,84,108,90,0,0,0
Viet Nam,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
South Africa,5,0,130,0,0,0,0,0,58,0,0,79,0,0,0,0,0,0
Spain,5,0,0,75,46,238,35,149,0,0,0,0,0,3,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,1,6,3,0,0,8,0,0,0
Tunisia,0,0,0,8,0,13,0,0,0,0,0,0,3,0,0,35,20,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,47,0,3,6,2,0,29,0,0,37,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
United Kingdom,0,0,103,127,0,0,0,0,0,0,0,0,5,1,0,2,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
HHI,0.120453716,0,0.230046174,0.311378942,0.141345756,0.156755416,0.117348633,0.395647927,0.24269999,0.413770539,0.322823699,0.164353486,0.277939568,0.338139345,0.182183991,0.349713955,0.255443234,0.388619332
