Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,46,62,39,0,82,28,6,7,0,0,0,0,0,4,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,12,3,0,0,3,19,0,1,0,0,0,0,0,4,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Spain,0,0,16,42,31,0,78,8,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.017957912,0.366868781,0.367976295,0,0.886432981,0.378053671,1,0.717568901,0,0,0,0,0,1,0,0,0,0
