Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,506,429,589,758,958,1506,1951,1665,1499,5562,5330,4502,3122,3363,3091,3740,3664,3731
China,4,13,30,60,148,238,372,360,109,642,709,757,752,1030,868,1680,1250,1674
Thailand,0,0,0,0,38,85,159,140,326,271,349,466,404,418,340,467,354,496
Australia,212,235,254,451,482,618,607,567,428,620,406,627,414,700,759,514,709,486
New Zealand,133,57,70,66,35,203,102,97,183,3395,2791,2044,707,495,392,151,344,350
Malaysia,0,8,46,64,46,80,172,102,79,373,486,340,357,419,331,423,365,284
"Hong Kong, China",7,5,13,8,34,31,38,9,3,24,39,37,134,67,90,335,312,280
Papua New Guinea,17,0,0,1,5,33,32,37,52,16,163,3,2,78,76,44,127,41
Singapore,67,50,29,87,146,157,201,183,66,40,22,32,75,108,55,23,44,34
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Japan,2,0,0,2,1,0,60,3,106,13,68,69,33,1,12,13,83,16
"Taipei, Chinese",5,7,0,2,1,0,6,13,6,13,5,14,38,0,0,17,23,14
United States of America,1,0,0,0,0,0,20,30,12,22,46,29,47,32,88,0,20,12
Philippines,0,0,0,0,0,1,19,17,8,8,3,9,0,1,0,0,0,8
"Korea, Republic of",0,0,0,0,0,0,2,0,12,0,1,38,20,12,61,43,4,3
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,49,45,147,7,19,54,117,64,24,0,4,10,12,0,1,19,14,0
Indonesia,5,1,0,0,0,0,19,15,1,2,67,0,0,1,1,0,4,0
Italy,0,0,0,3,1,0,0,27,1,12,10,25,12,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Vanuatu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
India,0,8,0,7,0,7,25,0,20,85,79,0,15,0,17,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,54,23,38,0,88,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0
HHI,0.329019844,0.395701024,0.233862653,0.470389923,0.383097147,0.255871762,0.210846187,0.25067999,0.230198353,0.520554245,0.435392008,0.353364344,0.208732379,0.222293647,0.217183599,0.320547992,0.241256781,0.326442604
