Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,15043,24784,34818,29939,62829,44578,56041,88759,66968,83844,39368,40319,95260,40359,52737,21702,21520,60473
China,3497,8451,12907,7494,12485,11751,12712,27213,18066,26736,16269,21014,64993,15663,27970,8388,6505,33190
Portugal,1606,3682,4640,6644,18275,12370,18571,27469,26623,27709,13406,11723,18619,13908,12403,4812,5527,9294
South Africa,1402,1139,1433,1365,5510,2096,3518,3209,2916,2442,1216,1211,1211,1068,3615,2981,3115,4038
Spain,40,241,68,75,29,59,398,895,496,1730,362,312,214,1422,1046,242,573,2989
United Arab Emirates,34,72,274,330,318,359,1195,995,1108,1208,698,637,1513,314,433,221,347,1188
Brazil,2776,2110,2677,3196,3753,4700,4208,6369,3432,2167,513,528,675,558,812,321,571,1127
Bangladesh,0,0,0,19,48,56,150,2328,524,3383,1816,388,255,67,399,617,565,1094
Türkiye,0,0,12,40,66,72,133,360,862,701,292,546,482,799,324,564,593,1069
Thailand,258,1170,741,404,2483,1388,1567,939,1498,875,173,127,128,75,284,274,395,993
India,16,25,12,309,448,214,315,189,237,665,405,522,1325,635,892,773,552,971
"Hong Kong, China",518,1733,4460,2556,1867,1137,1432,1175,474,430,145,206,449,145,94,191,150,789
United Kingdom,68,85,335,240,370,383,557,880,760,1064,251,257,248,371,386,269,278,547
Viet Nam,1061,1716,1766,1647,4969,4019,3212,5153,3480,4764,776,568,885,1019,878,345,456,506
France,471,601,1125,847,903,842,908,2596,928,1245,501,398,543,686,641,305,455,478
United States of America,423,161,1409,1055,2606,1612,2721,3433,2394,2229,846,527,552,339,414,406,354,402
Belgium,99,192,11,61,783,291,512,424,264,378,137,180,184,151,190,64,182,393
Italy,178,21,41,60,250,242,338,430,411,609,242,164,463,336,201,178,196,233
Czech Republic,0,0,1,18,9,1,2,0,1,2,5,0,1,0,0,0,0,140
Congo,30,41,30,73,645,164,124,51,9,6,0,6,18,0,124,39,32,132
Namibia,0,1,11,119,4264,509,1019,2071,1176,1006,253,102,21,32,96,15,34,92
Netherlands,70,103,56,66,148,102,46,80,64,74,44,123,112,87,204,110,73,78
Germany,221,222,25,232,61,91,203,81,63,107,36,36,118,57,57,85,38,73
Norway,15,1,9,6,21,18,47,99,48,80,6,13,33,12,41,10,32,68
Honduras,0,0,0,0,0,0,11,2,0,0,0,4,0,2,9,3,4,51
Lebanon,179,5,15,41,216,192,118,148,126,233,173,12,34,114,2,23,12,48
Mexico,0,0,0,2,0,2,1,3,3,9,14,42,0,4,2,4,35,42
Zimbabwe,0,2,0,0,21,1,5,21,0,2,0,0,0,9,7,33,147,38
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33
Indonesia,596,1409,14,514,692,610,680,799,309,295,136,87,175,134,131,41,6,28
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,4,28
Singapore,738,780,1379,702,82,80,58,408,153,353,119,28,654,469,319,50,29,27
Ireland,0,0,0,0,1,5,0,11,0,1,1,2,7,18,1,4,23,26
Malaysia,0,1,648,238,32,2,9,10,12,1,61,3,38,1,1,2,2,24
"Taipei, Chinese",0,0,0,7,4,11,48,4,0,3,1,1,0,0,1,1,2,24
Denmark,57,15,397,3,23,20,104,29,20,33,9,8,35,10,30,18,21,23
Egypt,0,0,0,146,34,1,1,2,0,7,0,15,1,503,276,0,3,23
Switzerland,13,50,0,52,28,141,35,18,16,29,88,129,53,35,30,76,32,22
Nigeria,0,0,5,18,7,2,2,4,1,1,0,1,13,10,10,1,4,21
Pakistan,0,0,0,3,194,11,1,20,15,183,22,90,20,37,52,13,4,15
Japan,418,1,73,82,98,44,34,27,63,55,1,1,0,2,0,19,13,14
Morocco,0,0,1,6,82,437,505,225,75,151,4,5,297,2,34,45,2,12
