Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3438,3661,6977,5105,11493,7132,11865,16057,9242,12590,8247,8600,10350,7707,7660,7365,8487,11494
Indonesia,789,318,1439,631,3701,1834,3917,2260,1464,3611,3528,2414,4320,4018,3783,3868,2956,4896
South Africa,461,330,460,629,1247,734,2039,2469,1373,879,391,1534,1797,1164,1602,1023,1025,1891
United States of America,364,520,1909,1644,1454,1463,2091,3219,2137,2804,1709,2331,1535,302,567,20,1180,1063
France,141,44,164,3,310,516,156,39,47,300,326,38,0,241,25,72,11,974
India,0,677,0,846,480,180,95,35,60,0,33,114,569,514,458,1340,1650,742
Portugal,630,368,429,245,703,580,397,474,134,355,26,109,984,253,788,60,438,658
Spain,7,173,371,222,253,67,228,1789,731,1508,950,44,351,544,40,473,16,639
Norway,0,0,0,2,0,0,196,0,1,73,2,75,0,0,84,106,1,152
China,1,18,221,154,416,199,37,118,102,97,110,102,91,9,32,68,2,104
Germany,0,0,0,0,17,13,55,250,35,295,0,96,89,91,20,7,520,94
United Kingdom,0,0,495,13,50,26,124,75,106,31,0,15,2,30,1,6,123,93
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Namibia,0,0,0,132,411,36,76,319,300,303,71,148,30,73,33,174,14,56
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Netherlands,48,313,106,158,49,1,1,9,7,1,7,6,0,0,0,0,0,7
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Congo,3,60,2,0,114,95,283,934,0,3,1,1,5,40,0,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,84,0,261,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
