Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,21,6,18,0,0,0,0,0,0,0,9747,12335,9611,7011,5970,4438,6326,6686
"Congo, Democratic Republic of the",1,0,0,0,0,0,0,0,0,0,7390,10862,9329,6665,5602,2933,2979,3301
Congo,0,0,0,0,0,0,0,0,0,0,398,1106,179,275,352,1422,2540,2757
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,341
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,204
Namibia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,95,24
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,17
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,14
South Africa,0,0,1,0,0,0,0,0,0,0,1,184,2,11,2,4,49,8
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
Brazil,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,4,31,2
China,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,2
United States of America,14,3,0,0,0,0,0,0,0,0,7,2,3,7,1,16,44,2
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,147,1
France,0,0,1,0,0,0,0,0,0,0,21,12,4,0,1,2,66,1
Netherlands,0,0,0,0,0,0,0,0,0,0,0,2,21,1,0,1,25,1
Norway,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,11,1
Portugal,0,0,0,0,0,0,0,0,0,0,10,23,10,5,2,2,70,1
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,2,4,25,4,2,1,17,1
United Kingdom,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,2,55,1
Belgium,0,0,0,0,0,0,0,0,0,0,0,116,1,0,0,0,2,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Denmark,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
Qatar,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0
