Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,41,0,19,79,54,174,90,85,10,23,6210,2232,71,18220,87536,3759,1748,42682
United States of America,15,0,0,0,0,103,0,0,0,0,1,7,9,0,86523,4,0,41875
Russian Federation,0,0,0,0,0,0,0,0,0,0,99,52,42,8,162,174,502,246
Israel,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,188
Canada,0,0,0,0,0,0,0,0,0,0,559,1,1,0,0,0,6,181
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Uganda,0,0,0,0,0,0,0,0,0,0,24,0,0,0,10,34,0,18
France,23,0,16,25,0,50,42,45,10,0,5419,1204,13,3,213,805,64,12
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,12
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
South Africa,0,0,3,0,54,0,0,1,0,2,0,1,0,0,0,0,2,3
China,0,0,0,0,0,11,0,0,0,21,0,0,0,0,0,0,0,2
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
Cameroon,0,0,0,0,0,0,32,0,0,0,78,1,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,2587,961,0
Czech Republic,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,73,0
Lebanon,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,18204,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,92,0
Senegal,0,0,0,53,0,0,0,36,0,0,0,64,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,10,878,0,0,1,0,12,0
HHI,0.228009459,0,0.511016441,0.389292096,1,0.327076083,0.092253664,0.359421819,1,0.717217481,0.810510067,0.503130398,0.348531367,0.998243984,0.982138776,0.594702061,0.463363345,0.973476283
