Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,3143,4783,4206,3797,4276,4819,3763,7506,6292,6531,9380,4450,4743,4466,4455,19605,1641,1655,2095,1560
Côte d'Ivoire,13,2100,1177,1801,1636,1124,374,1164,2748,2603,1381,2086,1019,1453,765,747,814,952,1259,686
Togo,1614,705,38,271,51,378,173,190,234,176,207,93,186,76,232,341,155,157,551,578
Spain,0,621,217,247,322,269,576,376,224,406,283,293,399,1109,901,692,334,134,148,146
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,52
Liberia,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,45
France,651,330,491,295,247,992,318,149,124,128,222,243,181,249,58,222,266,230,48,32
Mali,0,0,0,22,0,35,0,221,676,2211,4409,981,315,207,119,190,9,130,79,12
Ghana,846,851,937,816,1480,1587,1623,2468,1503,872,567,559,2098,1289,792,16887,0,1,0,7
Senegal,0,19,73,49,39,0,0,0,13,37,0,1,2,0,0,7,16,0,3,2
Chad,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,2,0,10,0,0,0,0,3,6,0,9,5,4,14,23,29,2,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Congo,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,1,0,7,40,152,64,190,98,593,78,79,133,161,11,146,58,0,0,0,0
Germany,0,59,718,162,87,216,80,0,0,0,0,0,14,0,0,0,0,22,0,0
Guinea,0,63,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Italy,0,0,0,0,79,0,0,0,0,14,0,0,16,58,70,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"Libya, State of",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,5,4,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,11,0,0,0
Netherlands,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
Niger,0,0,541,79,97,1,204,2821,0,0,2232,44,322,0,1229,417,2,0,0,0
Poland,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,1,1,5,5,63,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,13,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.405528309,0.332752533,0.19288008,0.350059229,0.346053164,0.249182607,0.277754113,0.308623026,0.31503381,0.333790173,0.307283503,0.365077522,0.333953205,0.278272988,0.196877604,0.808102802,0.368910256,0.441873019,0.45543578,0.377029557
