Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,17163,29812,28603,29406,32628,12910,5542,20830,31437,40816,43151,45767,34620,49785,52354,79547,66079,52153,76377,99529
China,57,58,1008,2248,4136,830,28,4318,9209,13759,15904,18833,12316,14840,16374,30871,26253,9630,22970,28090
India,1,465,2207,3631,1561,187,37,951,1974,2207,2915,3701,1691,2404,2037,5734,4064,3015,6996,12819
Germany,280,288,1054,219,332,407,388,394,269,355,507,641,1232,1510,2513,1581,3422,5122,9095,9244
"Korea, Republic of",0,678,2,5,7,253,119,37,94,1107,235,205,313,360,1616,820,1801,1041,6348,8876
Côte d'Ivoire,2780,5663,4038,4017,5918,394,481,931,2344,3598,3352,4329,2975,7922,4172,6654,4261,3671,4384,8464
France,4723,10988,11065,9108,6899,5353,1622,2716,4057,2299,4219,2709,2640,3133,3709,6786,5256,7993,6815,7733
United States of America,17,41,237,138,86,178,152,4697,5115,4939,3176,4782,1657,7101,10477,10857,7363,7903,4113,4834
Japan,129,14,47,28,8,30,71,436,435,847,1668,2136,723,1184,2089,3113,2131,2492,1922,3796
South Africa,304,273,914,758,1635,182,187,111,646,1282,564,1275,1484,1104,806,137,2219,2105,2382,2692
Australia,0,0,5,28,319,315,277,404,809,2015,1628,401,567,887,1054,1328,1212,1286,1752,2305
Sweden,0,1,5,1,37,2,22,22,66,64,48,14,47,23,61,78,87,82,1398,2152
Belgium,1145,576,1155,1473,1380,981,72,862,1694,995,1707,987,1387,1431,2065,1646,1243,1711,2122,1960
United Kingdom,8,28,33,61,79,80,129,256,164,255,203,155,273,211,151,398,1690,757,777,1153
Spain,435,348,316,608,172,208,91,399,534,355,957,1015,1429,1453,1738,1549,570,900,995,1055
