Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,120,0,9,6130,11
France,0,0,0,10,10
China,0,0,0,0,1
Canada,7,0,0,0,0
Germany,0,0,0,38,0
United States of America,1,0,9,6082,0
Uruguay,113,0,0,0,0
HHI,0.866339731,0,1,0.981522203,0.705097496
