Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2207,5,3898,5682,7269,8448,8112,6640,3029,1185,2537,3319,6592,4199,7008,10186,12319,12281
Cameroon,894,0,2415,2564,2458,1296,815,1333,857,402,1565,2146,5290,3693,6508,8280,10575,10205
Congo,0,0,0,0,0,0,302,0,0,0,4,0,68,261,128,1190,1601,1982
China,228,0,0,1016,1337,1444,699,1474,1244,316,420,834,365,123,0,674,30,33
Nigeria,0,0,4,0,0,0,0,7,0,0,0,0,0,0,6,0,21,21
Tunisia,0,0,0,0,0,15,0,6,4,2,35,18,3,17,0,0,3,13
Morocco,0,0,11,37,0,0,0,0,0,0,3,0,7,6,6,12,6,8
Belgium,14,0,207,96,284,65,135,487,43,34,166,118,164,21,0,0,0,7
Spain,0,0,3,20,22,1,0,4,0,17,18,10,22,7,38,13,9,7
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
France,30,0,42,40,180,76,1886,8,154,143,37,24,86,5,155,9,20,1
United Arab Emirates,0,0,0,0,0,0,48,1,1,0,0,0,0,0,0,4,44,1
Chad,0,0,11,10,1,0,380,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Angola,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",468,0,259,910,1356,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Denmark,0,0,2,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,0,0,0,0,0,0,304,1,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,8,0,24,0,132,0,0,0,0,0,0,3,0,0,0,0
Japan,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
Lebanon,0,0,1,7,149,0,179,0,9,0,10,0,0,0,3,0,0,0
Namibia,552,0,462,441,315,566,3,405,390,147,0,0,24,0,0,0,2,0
Netherlands,0,0,0,2,0,0,421,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,71,80,144,0,152,19,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,83,0,0,0,0,0,0,0,70,0,0,0
Romania,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,368,366,339,294,333,10,0,21,96,18,3,0,0,1,0,0
India,0,0,0,0,0,3097,47,1178,0,0,0,39,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,5,0,0,125,1,8,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,9,0,0,77,0,0,0,0,0,12,0,0,2,0,0
Togo,0,0,0,0,7,0,856,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,478,1193,42,1400,249,0,76,0,0,0,0,0,6,0
Egypt,0,0,0,0,81,254,103,140,58,63,100,68,74,45,64,0,0,0
United Kingdom,0,0,0,12,0,0,69,0,0,2,0,0,465,0,0,0,0,0
United States of America,22,0,58,79,27,0,140,23,0,35,9,43,8,17,0,0,0,0
HHI,0.246998619,1,0.519882365,0.362269163,0.268619737,0.256533878,0.15301275,0.233027887,0.319463565,0.241666356,0.509353327,0.554253115,0.738152462,0.831460388,0.902051008,0.735844807,0.814749489,0.780229581
