Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,137,2,85,1,0,315,164,185,132,26,54,98,0,81,110,39,65,1229,28794,349
China,0,0,0,0,0,4,0,3,0,0,50,2,0,30,0,39,27,572,28318,197
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,38,76,476,120
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,451,0,0
Brazil,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,39,0,0,115,164,182,132,26,4,17,0,0,0,0,0,0,0,0
Germany,35,2,29,1,0,196,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Saudi Arabia,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
HHI,0.273242058,1,0.197690973,1,0,0.341131505,1,0.945090654,1,1,0.757195346,0.629844523,0,0.252462899,0.237700389,1,0.034326362,0.284130787,0.944033207,0.212769772
