Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,370,460,953,2848,1867,5239,1979,3416,10514,0,6564,2203,0,3676,8123,14142,13203,8992,15606,3424
Singapore,0,0,0,0,0,0,0,0,265,0,286,0,0,168,0,1280,2978,763,592,1164
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1748,4625,3357,5488,3936,1014
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,795,0,2187,524
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,1083,442
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Netherlands,0,0,0,0,0,469,0,0,0,0,146,0,0,0,0,0,0,0,0,127
Albania,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,97,871,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,236,1762,0,0,0,0,0,166,0,0,0,0,0
Belgium,212,311,178,570,1147,1418,264,466,3419,0,2147,408,0,749,3391,5048,0,372,6379,0
China,88,0,0,0,0,1732,242,0,861,0,1053,926,0,1024,1725,2507,5392,1844,1120,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,21,0,0,0,0,0,0,131,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,1025,972,1983,2742,0,2568,869,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0
Rwanda,71,148,774,2245,697,257,447,460,58,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0
South Africa,0,0,0,32,5,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,32,0,0,0,202,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,116,26,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,1026,174,680,0,0,0
Zambia,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.170411382,0.142140262,0.431098171,0.558407123,0.437920886,0.169231209,0.274050022,0.384330979,0.219205426,0,0.28537446,0.066509486,0,0.18716671,0.207680482,0.235199731,0.16278998,0.372885192,0.215449842,0.149501465
