Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,43089,31000,37672,57681,56717,60774,62823,232595,313243,292340,381342,148988,429986,329612,849951,208999,176541,88911,180329,438779
"Congo, Democratic Republic of the",171,17,0,0,0,179,16277,176645,182774,114858,219901,36076,319213,271903,755974,109478,72975,4857,61358,253585
China,635,970,579,700,2016,5980,5276,4316,5086,20044,22151,14880,24706,10110,16899,22092,26677,24881,35946,81035
South Africa,34128,20306,28396,45317,44684,42570,27961,34758,89638,109977,100403,73286,54959,31779,53432,44310,51130,34059,49846,43014
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28559
United Arab Emirates,1356,1893,1826,3576,4187,3575,3943,8715,21702,23882,25872,10076,12010,8065,7736,10317,10261,12239,12887,16969
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10089
Switzerland,0,0,71,9,0,9,89,0,2530,607,75,22,10,0,102,2592,529,0,46,987
Belgium,9,0,23,1,66,1,0,5,25,200,0,387,7,16,94,598,23,19,376,941
Spain,0,1,0,2,2,0,0,0,0,7,16,35,4,14,37,91,1489,501,4,694
Panama,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,513
Botswana,116,260,256,255,484,332,397,266,331,523,506,466,314,216,235,318,341,691,469,470
France,29,23,0,3,4,0,0,64,6,7,54,496,286,161,5,6,7,22,276,404
Egypt,0,0,36,0,75,116,33,62,92,211,42,174,96,66,62,75,79,43,377,313
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,96,141,168,267
United States of America,8,47,47,62,61,69,5,12,16,15,306,206,34,19,167,100,52,106,164,228
Brazil,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,175
Germany,40,0,54,103,8,193,42,68,58,237,396,145,1236,30,85,124,76,41,219,150
Zimbabwe,5651,6109,2214,5301,2290,412,187,190,314,144,179,253,543,372,152,170,161,61,296,143
Pakistan,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,96
Australia,31,0,0,11,3,114,2,19,3,5,72,72,787,43,14,172,8,16,1,67
United Kingdom,72,602,3101,1056,416,3138,3502,2921,3086,3178,1476,1656,2635,581,485,24,88,52,19,45
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Czech Republic,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,4,7
Georgia,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,1,0,0,2
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1
Denmark,0,0,0,0,46,0,0,0,0,0,0,0,100,54,0,0,0,0,0,1
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,15,101,0,0,0,0,0,0,0,0,192,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Andorra,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Austria,0,0,0,1,5,3,0,42,0,0,0,0,0,0,0,0,2,15,5,0
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Bulgaria,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,4,41,0,318,0,1,0,0,2,0,0,0,52,3,0,1,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
Finland,0,0,0,45,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Greece,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
Guinea,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",76,3,69,91,67,172,617,2048,3078,13212,1548,1350,1068,506,732,1085,4452,517,1224,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0
Iceland,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,110,0,0,22,0,0,0,10,0,37,0,0,108,0,0,48,932,4263,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Ireland,67,0,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Israel,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Italy,0,1,0,77,76,2,0,3,0,39,0,0,8,1,0,6,1,11,31,0
Japan,0,0,0,0,0,0,0,0,22,45,27,25,0,3,0,11,21,25,2,0
Kazakhstan,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0
Kenya,0,64,49,18,139,77,222,44,536,1438,568,317,271,400,223,35,327,68,709,0
"Korea, Republic of",108,33,0,32,1,116,427,0,27,96,2653,361,74,110,267,131,160,197,578,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Lebanon,0,0,0,0,1,0,0,0,4,0,0,0,5,23,0,2,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Malawi,0,3,16,0,10,23,5,0,0,4,0,0,138,77,282,503,193,187,587,0
Malaysia,0,5,38,0,50,0,0,8,0,0,0,0,0,17,92,83,14,3,252,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
Mauritius,0,35,84,226,175,168,406,533,303,479,1339,2980,1699,1893,6340,10152,2136,1952,1763,0
"Taipei, Chinese",42,70,33,57,48,43,107,7,4,94,148,80,0,25,3,8,6,15,67,0
Mozambique,0,8,0,0,113,106,9,53,0,0,0,0,0,196,200,0,27,0,29,0
Oman,0,0,0,0,0,0,0,0,208,68,0,0,0,0,0,0,0,0,0,0
Namibia,0,40,0,0,19,0,1,276,0,0,0,0,52,66,1701,1300,2,26,20,0
Netherlands,359,2,10,1,0,5,9,8,5,46,41,142,80,121,194,119,106,194,160,0
New Zealand,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,17,0,497,992,663,741,1150,0
Portugal,0,0,324,77,78,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,187,185,0
Saudi Arabia,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,80,0,0
India,155,128,229,592,694,1159,1491,1248,2627,2025,1588,981,1751,1011,1883,2459,2426,2692,3507,0
Singapore,29,240,0,0,1,0,10,32,0,44,252,171,5492,52,29,9,0,266,682,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,130,160,0
Slovenia,0,0,0,0,0,0,0,102,111,97,181,0,0,0,0,0,73,0,54,0
Eswatini,0,0,0,6,2,57,0,0,0,0,0,0,0,0,0,0,0,1368,4,0
Sweden,2,0,4,0,1,7,0,0,0,428,694,1260,1026,346,159,81,0,11,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,6,2,0,490,642,498,382,1236,0
Tunisia,0,0,0,0,0,0,0,0,25,24,0,0,0,0,0,0,0,10,36,0
Türkiye,0,0,0,0,0,334,266,0,0,0,82,2,4,3,7,20,132,195,9,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
"Tanzania, United Republic of",3,20,0,38,545,1743,1218,133,165,276,723,1702,1284,1107,1346,887,1059,673,989,0
HHI,0.748840387,0.61348404,0.699746544,0.744699203,0.751363582,0.649685244,0.420067679,0.722965986,0.581104954,0.473012355,0.561517064,0.464475458,0.706588991,0.798347127,0.871037903,0.495310322,0.448971113,0.412413744,0.407533484,0.526896163
