Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,185,81,242,359,480,803,750,1124,601,803,1023,1059,1006,1390,964,1540,1657,1457
China,34,10,16,91,66,78,87,409,153,257,274,364,470,394,277,626,642,756
"Hong Kong, China",6,6,80,13,61,100,61,65,31,47,66,130,113,32,117,149,137,225
Malaysia,1,0,2,1,14,37,55,52,11,45,108,33,93,73,169,372,284,203
Australia,94,37,99,185,219,438,373,391,221,220,188,160,132,680,206,158,385,195
New Zealand,25,12,31,16,35,44,36,38,101,120,146,186,79,72,79,170,102,44
Fiji,2,8,8,5,15,5,7,3,4,1,19,1,11,8,2,27,1,10
Singapore,14,6,4,19,14,18,16,55,30,23,24,18,10,60,23,17,9,10
"Korea, Republic of",0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,3,0,7
Philippines,0,0,0,0,1,7,0,0,0,0,6,6,2,0,0,3,0,5
Indonesia,0,1,0,0,6,2,0,1,2,1,0,0,0,4,54,1,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
France,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Italy,0,0,0,0,23,0,0,0,6,0,0,26,1,1,1,0,0,0
Japan,7,2,0,12,1,2,1,12,0,60,100,5,41,21,0,5,1,0
Mexico,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,13,0,0,2,4,6,4,3,65,0,0,0,0,1,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Netherlands,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Papua New Guinea,0,0,2,0,13,51,42,38,0,2,18,6,13,12,0,0,3,0
India,0,0,0,0,0,17,13,21,10,0,0,10,0,0,0,0,0,0
Viet Nam,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,5,1,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Switzerland,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0
Thailand,0,0,0,0,3,2,55,0,0,0,36,0,0,1,0,0,82,0
Tunisia,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
United States of America,1,0,0,0,1,4,2,1,7,17,24,22,18,32,33,1,0,0
HHI,0.346666647,0.252910779,0.298838514,0.388489474,0.332225628,0.422481508,0.354256237,0.34573214,0.32541093,0.255351438,0.19760698,0.267247259,0.365531895,0.417316758,0.184618724,0.334165642,0.312978536,0.379489153
