Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,544,3,1552,2078,1665,3817,1601,1277,596,448,2440,5463,751,1983,3860,8383,1903,3777
France,451,0,544,895,918,2842,759,439,307,134,601,1136,387,1463,868,1060,142,1686
Cameroon,9,3,48,318,2,49,16,4,13,59,18,132,0,32,317,2931,174,1538
"Korea, Republic of",0,0,0,0,58,0,0,0,34,21,0,35,0,0,256,119,151,106
Denmark,0,0,16,139,0,22,121,3,0,0,0,647,0,0,26,89,37,97
Germany,0,0,4,1,10,19,58,357,1,0,3,0,233,122,210,0,1,90
Kenya,0,0,0,26,9,11,0,32,24,6,5,17,38,82,37,405,288,89
United Arab Emirates,0,0,0,0,0,0,12,0,3,10,9,1536,12,2,0,595,371,41
Egypt,0,0,0,10,0,0,1,0,0,2,0,1,0,0,0,0,0,27
Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,3,17,0,6,26,19
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Sweden,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,12
Belgium,0,0,0,2,3,0,35,0,3,0,4,0,0,0,20,35,3,10
China,0,0,131,226,211,133,184,13,6,6,129,0,9,7,65,0,51,10
Benin,0,0,0,0,1,0,0,0,0,43,298,1819,9,14,0,0,0,10
Côte d'Ivoire,0,0,1,0,1,30,2,16,11,0,1,0,0,0,0,0,10,9
United States of America,42,0,103,118,35,123,0,141,0,37,1,18,15,11,409,511,331,9
Netherlands,0,0,9,2,2,9,20,0,4,3,1,0,0,0,3,5,25,5
Tunisia,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,2
Congo,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
India,0,0,0,1,1,68,25,85,65,0,5,0,0,4,25,2,4,1
Spain,0,0,0,3,0,2,10,0,4,0,0,0,0,0,2,0,52,1
Chad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,14,26,0,0,0,0,0,0,0,41,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Belarus,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
Canada,42,0,447,0,4,27,0,71,0,0,0,0,0,0,0,0,0,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Gabon,0,0,0,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Israel,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
Italy,0,0,0,2,0,4,8,0,0,0,1345,1,8,1,0,2229,0,0
Japan,1,0,1,22,4,3,98,15,5,3,0,0,0,1,0,36,0,0
Lebanon,0,0,4,0,0,223,2,0,13,0,0,0,3,0,0,0,0,0
Malaysia,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Saudi Arabia,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Senegal,0,0,0,22,1,1,1,5,4,8,4,5,10,2,16,10,0,0
Viet Nam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,190,232,170,0,0,1,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,9,18,1,2,25,0,109,15,30,10,2,10,65,4,0
Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,3,11,64,0,0,0,0,0,26,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,8,13,208,1379,267,202,0
Ukraine,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,179,250,0,0,0,3,0,0,0,12,119,0,0,0
Burkina Faso,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.703988338,1,0.311561608,0.34954244,0.463895975,0.677730287,0.403452644,0.298507425,0.406272002,0.232714416,0.485508264,0.330590547,0.453492929,0.668873287,0.295621408,0.307323046,0.167640594,0.496722115
