Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1162,1423,1,72,9,305,352,407,12,144,1416,303,11,20,121,64,627,1688,1313,2519
"Congo, Democratic Republic of the",915,1422,1,3,9,170,76,46,2,143,77,95,0,0,0,23,625,1633,1160,2263
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
Angola,0,0,0,0,0,134,275,361,10,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Congo,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,1,1338,1,11,20,48,33,0,0,16,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,135,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
South Africa,84,0,0,19,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Tanzania, United Republic of",0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.629867598,0.997601537,1,0.394441461,1,0.313191525,0.551734691,0.638604631,0.487310034,0.976373084,0.873367784,0.412482623,1,1,0.294677707,0.150160397,0.989126792,0.890627746,0.77904438,0.672585001
