Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,0,0,0,0,0,0,0,0,0,1545,3761,3313
Pakistan,0,0,0,0,0,0,0,0,0,1088,2996,3204
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,57
China,0,0,0,0,0,0,0,0,0,15,11,33
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,423,725,17
Tajikistan,0,0,0,0,0,0,0,0,0,0,13,2
Germany,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,0,0,3,0
Netherlands,0,0,0,0,0,0,0,0,0,2,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,18,8,0
India,0,0,0,0,0,0,0,0,0,1,5,0
HHI,0,0,0,0,0,0,0,0,0,0.587176114,0.709993187,0.940876655
