Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,28233,30488,52381,0,0,0,0,0,0,0,335957,269648,198119,136538,117030,63216,72512,128133
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,2,239,0,31,10076,21137
United States of America,10260,2293,8444,0,0,0,0,0,0,0,66243,54642,20010,25642,27088,25263,6976,19610
United Kingdom,6407,8946,7790,0,0,0,0,0,0,0,64942,36475,20033,16966,17510,15147,12674,18997
Italy,7,2132,134,0,0,0,0,0,0,0,7098,6111,5462,4656,2652,1959,1469,12511
South Africa,2475,9938,6149,0,0,0,0,0,0,0,18407,21631,2127,5808,1999,1572,2110,8490
Mauritania,0,7,0,0,0,0,0,0,0,0,8,267,824,3,196,3,62,7055
Belgium,0,80,394,0,0,0,0,0,0,0,22717,12109,16737,2372,3197,2021,1768,4491
Congo,374,2385,10159,0,0,0,0,0,0,0,20726,12118,4160,5312,1469,1785,7158,4418
Ghana,24,0,0,0,0,0,0,0,0,0,6892,410,6266,3286,403,111,818,4226
Namibia,39,0,6,0,0,0,0,0,0,0,6697,6032,1885,7623,698,1778,2875,3042
Portugal,160,427,257,0,0,0,0,0,0,0,5066,18861,6229,3290,929,829,952,2690
Canada,1184,2,1075,0,0,0,0,0,0,0,444,330,458,2616,4595,40,125,1932
Australia,498,63,0,0,0,0,0,0,0,0,766,79,1061,111,646,31,153,1834
France,1084,2010,2691,0,0,0,0,0,0,0,4097,1518,6979,8463,2336,115,980,1791
Netherlands,21,158,807,0,0,0,0,0,0,0,6373,9572,17061,5788,2231,1000,914,1738
Singapore,0,0,1431,0,0,0,0,0,0,0,5030,1005,23109,2137,1026,309,194,1647
Spain,0,0,2,0,0,0,0,0,0,0,4358,9909,2094,143,1409,922,581,1530
Senegal,0,0,0,0,0,0,0,0,0,0,26711,357,1908,25,267,123,2542,1337
Germany,415,787,386,0,0,0,0,0,0,0,930,1152,522,703,2111,2011,1184,1329
Norway,114,396,4484,0,0,0,0,0,0,0,10822,24617,21748,8044,13192,553,595,1329
Gabon,94,7,1964,0,0,0,0,0,0,0,10108,883,2636,1258,1641,136,203,1053
Mozambique,16,0,6,0,0,0,0,0,0,0,1473,536,160,770,2945,1112,557,834
Côte d'Ivoire,699,0,1,0,0,0,0,0,0,0,6138,409,299,211,1811,12,5698,664
United Arab Emirates,0,4,31,0,0,0,0,0,0,0,7242,8893,9900,2582,3267,913,538,499
"Congo, Democratic Republic of the",11,0,2,0,0,0,0,0,0,0,1923,4914,3717,2319,1635,1110,6803,349
Malaysia,0,0,0,0,0,0,0,0,0,0,1380,1756,193,907,383,76,442,284
Botswana,0,0,22,0,0,0,0,0,0,0,42,37,0,1,0,0,0,281
Denmark,3,0,821,0,0,0,0,0,0,0,3004,904,1207,331,365,377,288,239
Brazil,712,61,466,0,0,0,0,0,0,0,501,9410,355,459,589,172,49,233
Nigeria,10,35,62,0,0,0,0,0,0,0,3551,1326,1216,9353,1843,222,274,225
Egypt,0,0,0,0,0,0,0,0,0,0,477,6090,312,120,215,248,143,201
Sweden,1,0,11,0,0,0,0,0,0,0,93,990,321,1,0,50,43,200
Saudi Arabia,0,0,12,0,0,0,0,0,0,0,2087,222,1880,140,323,69,368,184
India,0,0,0,0,0,0,0,0,0,0,359,356,102,634,3278,19,9,152
Indonesia,4,5,1513,0,0,0,0,0,0,0,100,619,530,104,71,222,56,145
Cuba,0,9,5,0,0,0,0,0,0,0,664,609,1056,468,830,494,411,144
Equatorial Guinea,2871,270,0,0,0,0,0,0,0,0,4122,4,4446,783,574,1,12,128
Sao Tome and Principe,0,2,41,0,0,0,0,0,0,0,45,556,447,132,37,46,42,126
China,4,0,0,0,0,0,0,0,0,0,691,237,1086,1737,1345,84,212,107
Zimbabwe,0,0,0,0,0,0,0,0,0,0,161,1,0,1,0,96,0,102
Romania,0,0,328,0,0,0,0,0,0,0,24,14,53,25,25,59,11,92
Mexico,0,0,0,0,0,0,0,0,0,0,336,76,427,306,91,205,41,78
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Cameroon,225,166,419,0,0,0,0,0,0,0,1557,865,474,893,166,198,49,71
Azerbaijan,130,0,30,0,0,0,0,0,0,0,16,856,37,571,449,0,2,62
Kenya,0,104,1,0,0,0,0,0,0,0,462,352,325,179,6578,2,15,60
Israel,0,50,520,0,0,0,0,0,0,0,3,32,4,205,37,1,0,46
New Zealand,0,0,0,0,0,0,0,0,0,0,0,2,123,0,6,0,242,43
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,30
Greece,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,24
Zambia,3,0,0,0,0,0,0,0,0,0,111,5,10,26,9,64,5,24
Gambia,0,0,0,0,0,0,0,0,0,0,0,390,0,41,0,4,20,23
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21
Oman,0,0,0,0,0,0,0,0,0,0,3,84,111,56,21,32,11,19
Austria,0,0,4,0,0,0,0,0,0,0,0,4,131,39,2,0,0,16
Japan,0,0,0,0,0,0,0,0,0,0,0,2,0,724,0,9,0,14
Uganda,0,0,0,0,0,0,0,0,0,0,0,175,240,0,5,0,0,14
Tunisia,0,0,0,0,0,0,0,0,0,0,110,534,215,58,76,1,5,13
Qatar,0,0,3,0,0,0,0,0,0,0,2,40,55,1099,92,73,60,12
