Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,78,231,244,101,494,416,201,468,1230,367,3041,5908,8467,11496,12150,16502,22291,17367
United States of America,32,43,225,62,338,322,130,136,353,119,2918,5691,7306,10417,10783,16250,21671,10914
Italy,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,65,1503
Spain,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1105
China,0,1,0,1,1,4,21,128,2,52,0,187,217,269,540,0,132,917
Belgium,0,0,0,0,0,1,6,0,5,0,0,0,0,1,1,0,1,855
Brazil,7,4,3,0,8,12,8,26,7,0,2,0,915,367,797,0,0,717
Netherlands,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,589
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,151
India,0,0,0,0,0,0,0,30,0,0,0,0,0,431,0,0,0,144
France,0,0,2,0,1,1,0,0,0,0,107,0,0,0,0,0,0,141
United Arab Emirates,0,1,0,0,74,1,0,1,0,0,0,0,0,0,0,0,70,98
South Africa,0,45,0,3,24,34,0,68,4,1,0,0,0,0,0,0,15,60
Portugal,23,10,13,31,7,38,28,36,78,183,5,30,27,10,28,11,8,11
Namibia,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,2,7
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
United Kingdom,0,0,0,1,29,3,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0
Congo,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,780,0,0,0,0,1,0,0,0,0
Lebanon,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Switzerland,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.095985142,0.231100601,0.847574439,0.471718155,0.568705817,0.684574626,0.472892979,0.206511707,0.516091543,0.399336268,0.93274565,0.914357933,0.764834456,0.857343658,0.815839577,0.969663016,0.958484778,0.530142128
