Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1037190,1258166,1385566,2695845,3417939,3128065,2707587,4235452,3427437,3798575,2201755,2475770,2422450,2181884,1891529,1517079,1812351,2360027
China,11999,43290,75601,107482,259137,200773,219368,462240,376871,493800,312662,217602,298322,400544,363770,189980,299096,497864
Portugal,158287,217076,282368,268423,649854,368664,389127,737810,615660,634370,235857,216785,331454,305034,240868,209006,222192,335530
United States of America,128421,296098,312135,338537,658311,497200,509639,719694,486990,655947,322833,628768,182754,176075,209140,186026,161050,265371
United Kingdom,29973,62345,79762,171650,218026,325179,359472,418997,356771,439454,160675,222391,301690,77365,116127,154119,167741,191866
Italy,7321,11903,25897,33367,160528,84425,60168,111947,118541,98118,105137,93494,87531,193974,203434,127173,203834,137238
South Africa,84799,284276,120051,81131,163669,154757,98415,155720,102229,140471,63297,92984,90460,87689,91773,82444,85230,111839
Belgium,27724,77940,62481,118132,207412,175796,131463,198556,151789,116862,80683,155299,178224,126901,99965,60336,72769,99193
Germany,19036,25332,28799,46858,84821,141274,106357,147824,80935,107572,79863,138357,205078,67663,55325,45762,80567,79247
United Arab Emirates,14368,11886,36530,26179,27183,35421,42423,54236,56096,71568,30277,53061,73146,42219,46537,32042,45585,77636
France,56265,48990,90793,63849,139704,177475,167164,224366,147200,147621,57342,64597,86475,68451,64767,48042,70071,69721
India,855,4091,2567,5957,19900,37918,7370,42218,16654,20616,13765,11412,18346,61749,33113,33577,50508,59831
Norway,18729,17543,14794,31435,45434,396097,103313,150633,177823,225210,101510,279515,86929,95832,38890,78854,53674,57511
Japan,6259,19000,17215,37407,59068,34971,47064,105982,40707,28228,23026,4083,5052,2994,12193,14598,35092,46591
Türkiye,204,433,247,4084,25473,11429,6788,9974,6904,7574,8953,6420,9599,58753,18709,19212,31544,41034
Spain,7271,18594,8553,16143,81456,46339,16140,53141,59968,71881,28528,30727,67924,16514,38519,27797,20384,30681
Brazil,22310,35660,50620,72920,137000,113575,63712,94032,112288,58752,20248,22287,23454,16644,28233,35782,20008,28620
Netherlands,22495,16005,25836,25290,74825,83932,120352,137001,143137,129585,56535,39145,78424,29241,22608,28934,22616,27452
Malaysia,1780,1027,4983,1205,1407,1258,6049,8877,17638,41320,8856,36169,35034,33771,17201,6886,19341,27093
"Korea, Republic of",4216,2984,14004,32562,28543,19403,23255,37316,90354,31902,347454,8755,14884,11354,41152,5652,5325,24906
Singapore,2249,6423,10401,12181,23578,36068,40076,45121,40801,36745,28231,25533,14083,16660,20121,17255,18207,17757
Canada,607,733,3438,8122,19285,20277,18356,37585,9658,13527,6129,11688,8923,7519,21361,3474,2403,11711
Sweden,14296,2340,11149,18906,17783,20639,15227,33736,21840,16565,2561,1935,1768,6649,4780,5353,10309,10791
Lebanon,513,2180,3762,4556,3818,7416,3385,4677,5649,5921,9619,7346,5215,23023,10529,2249,7864,7563
"Hong Kong, China",348,1953,7,2698,2549,3007,2018,3291,3245,5164,19966,3671,7128,2872,2553,1441,2194,6831
Namibia,91,107,95,8064,75813,7033,12611,21992,12218,17256,5699,2515,3398,3880,3315,1838,4852,6215
Denmark,2847,687,3836,25415,6103,9820,6003,9645,20808,10171,6887,5828,2923,3571,11590,9985,7432,6150
Switzerland,3632,6854,7271,10785,11652,19172,14466,25246,20109,10619,10114,13821,6530,13710,10137,29341,1949,6142
Indonesia,0,0,3,675,9414,1357,2408,8801,1835,6471,1131,1038,288,703,5998,60,2251,5777
Thailand,866,487,220,2986,8855,6475,8920,21615,17397,13015,2339,2596,3711,5186,9081,1853,2057,5255
Romania,0,3,1,99,24,8,20,770,393,814,347,114,63,150,219,913,4888,5162
Mexico,10,79,5817,440,128,186,300,3491,2388,3352,2178,8176,2526,2148,3222,3427,4797,4635
"Taipei, Chinese",1360,210,1689,3470,5809,3679,5507,11425,9015,8500,3335,13920,7475,15026,6503,3105,4337,4240
Czech Republic,0,98,9,3831,58,19,27,918,529,443,191,99,362,126,392,4660,6731,3763
Bermuda,0,0,0,55,0,0,0,0,4247,5,0,0,0,0,22,9,96,3667
Nigeria,616,2357,1848,743,1010,1910,2768,2289,1376,2794,650,1036,2892,1860,1807,1460,1047,3522
Israel,5144,2344,1909,6325,5399,2679,3269,7978,6105,11435,5032,1116,1273,6608,2060,1182,3655,3403
Argentina,0,564,23,2360,1090,481,427,3280,2342,1359,1417,654,77,257,1251,4925,22358,3188
Australia,163,194,100,1224,4154,3307,894,1524,4114,9808,1387,1543,3892,16969,1427,695,283,2884
Hungary,0,255,0,1203,44,59,728,1732,4984,119,140,1102,3081,135036,245,1855,2680,2502
Viet Nam,4,852,575,625,1158,801,1982,3064,4928,2803,1229,2758,1179,1112,1647,1477,566,2095
Pakistan,0,0,0,164,111,15,85,114,813,23,114,0,9,103,1133,1220,662,2084
Russian Federation,3683,916,32265,4640,5912,1058,617,8294,5817,11615,8391,9630,12860,6913,3188,6317,6684,1937
Austria,209,40,698,1323,2863,1827,700,20586,11603,1030,952,6254,12538,9336,1075,400,2324,1795
Mozambique,217,6,5,255,5207,1583,1419,2443,830,149,411,1399,139,1603,1142,30,890,1718
Finland,3,0,1,1631,1342,21500,2528,1463,929,3487,1308,518,2458,675,100,291,640,1581
Ghana,34,0,0,648,1703,245,1346,5004,2207,4026,258,174,818,384,376,936,311,1272
Poland,8,5,0,1078,479,555,2043,1206,3682,3378,1331,2576,2247,1412,1209,3070,3300,1144
Ukraine,2,4,35351,27,127,25,49,154,231,77,11,31,86,73,2337,733,834,1095
Senegal,30,0,0,61,144,275,2294,1044,237,403,10,2858,205,221,52,26,36,1009
Ireland,890,2227,3250,4563,3582,2578,806,1617,6892,7614,2499,1977,1024,838,1907,217,490,858
Congo,1100,21307,722,4169,29010,23048,37373,16100,5255,1320,904,2906,1590,175,1381,507,1780,836
Greece,11,0,0,1145,865,4,6,589,705,268,80,791,197,132,54,223,726,836
Benin,0,697,0,0,0,0,0,0,0,0,288,0,11,31,0,0,0,772
Egypt,545,47,26,1170,662,987,214,285,337,362,416,826,2571,1134,155,1732,772,648
Zambia,2,3,1,7,3,982,1819,5640,3309,3885,460,121,393,920,526,573,267,623
New Zealand,0,43,0,2038,1019,2147,428,2413,2131,2991,757,77,94,13,207,602,570,578
Qatar,0,0,0,0,68,35,325,34,33,735,1,5,84,7,31,75,268,526
Kenya,5,126,2,254,3,35,120,43,127,68,128,24,122,79,73,51,12,519
Croatia,0,0,0,0,11,186,1,80,154,92,120,473,244,2212,138,78,719,515
Serbia,24,0,0,34,0,0,76,203,67,21,94,3,75,0,0,16,31,434
Ethiopia,124,55,160,23,305,19,6,36,14,15,0,11,7,144,137,55,69,425
Morocco,0,0,424,835,12125,14,1501,1126,1568,736,164,146,557,8,17,8,865,359
