Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
"Congo, Democratic Republic of the",0,0,183,1438,506,180,399,51,231,115,12,146,448,546,222,281,1525,349
Tunisia,2,0,0,646,89,360,819,338,460,472,248,3754,185,12,632,602,2284,340
Lithuania,58,0,0,0,0,5,10,195,0,44,0,126,263,2118,153,237,473,336
Malta,0,0,0,2039,147,0,134,1528,1348,1145,32,32,5,74,435,3,95,305
Gabon,8,64,4416,969,18824,888,362,81,2944,279,1222,70,123,103,114,4385,254,286
Mauritania,0,0,5,312,25357,54,87,0,373,12396,221,633,0,399,118,54,180,277
Mauritius,0,0,0,810,180,0,1,651,47,1043,280,1,110,391,937,132,390,271
Trinidad and Tobago,0,0,0,18,142,0,64,297,575,1601,86,35,52,24,13,193,538,262
Georgia,0,0,2,0,453,31,0,12,57,0,0,137,46,0,0,0,143,246
Saudi Arabia,0,184,0,1571,291,595,1073,1377,1339,78,1061,107,1661,2084,346,18,777,226
Sao Tome and Principe,0,1,0,0,0,0,0,1,52,52,21,3,34,1,145,207,23,203
Equatorial Guinea,8588,4133,152,2248,30112,3778,2241,260,7,169,39,0,1160,1873,723,461,62,178
Luxembourg,293,226,47,442,181,908,158,7138,82,775,3423,13,1513,319,1455,213,97,178
Eswatini,2,390,0,81,211,421,54,881,2260,736,220,1072,9,7,224,30,167,150
Angola,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,144
Slovakia,0,1650,5,79,42,18,63,27,17,21,179,137,235,17,81,249,484,131
Philippines,4,1,0,14,12616,38,6,52,154,34,72,14,613,4,22,9,17,127
Pitcairn,0,0,0,0,13,0,20,0,6,7,0,0,0,0,0,0,0,123
Côte d'Ivoire,197,280,17,768,2,250,1704,4484,143,41,23,1165,319,1669,226,63,106,116
Chile,339,0,0,1388,4,61,5894,3873,406,17254,0,59,43,99,9,0,0,115
Azerbaijan,0,0,0,677,216,17,19,28,0,10,44,0,0,38,0,109,169,107
"Macao, China",129,0,0,0,10,0,0,0,52,715,13,0,77,6,112,120,15,99
Kuwait,0,0,0,0,83,22,5,15,401,36,1214,88,110,29,37,0,2,94
Uganda,0,0,0,5,261,1,0,3,4,51,0,0,0,0,5,63,629,88
"Bolivia, Plurinational State of",0,0,0,0,83,28,6,71,820,25,150,0,0,0,0,0,205,86
Bulgaria,882,0,35,140,355,2524,72,775,303,168,352,45,1,44,114,75,570,73
Rwanda,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,511,110,72
Estonia,0,0,0,0,1,48,41,3,2,409,11,11,37,6,278,31,49,70
Panama,0,0,56,578,2405,1278,671,287,1313,495,796,1580,1194,467,355,495,555,67
Ecuador,0,0,0,222,2652,113,700,230,23,124,108,109,33,0,5,18,21,64
Jordan,4,21,9,668,181,2,4,33,6,2005,64,104,6,65,208,0,63,63
Cameroon,363045,0,1546,1085,86,257,163,40,85,215,384,12,110,44,48,345,128,58
Guyana,0,0,0,122,253,34,4,178,142,0,385,0,0,0,0,0,1,53
"Korea, Democratic People's Republic of",159,177,19,1040721,162,36,204,2745,401,2617,742,2532,11,592,1600,79,184,51
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,8,1,1,0,26,13,56,45
Cyprus,0,0,0,240,4595,3815,15684,8380,3136,1409,152,109,115,140,101,64,103,42
Costa Rica,0,0,0,2,0,20,0,0,21,23,0,92,46,0,0,4,2,41
Curaçao,0,0,0,0,0,0,59,0,0,8,20,0,11,0,0,14,2,41
Antigua and Barbuda,0,0,0,1269,745,319,24,79,4,126,133,0,3,1,1,0,0,39
"Tanzania, United Republic of",0,0,1,59,3,184,1316,652,458,1465,129,12,269,49,1365,2420,50,37
Bosnia and Herzegovina,0,0,0,0,9,0,0,0,0,39,6,1,0,40,0,39,10,36
Cayman Islands,0,0,0,0,0,0,0,0,0,1,0,0,0,198,437,157,65,31
Iceland,40,0,0,15,138,15,222,1229,21,1122,156,3,10,37,103,4,37,31
Brunei Darussalam,1,0,0,3,0,12,15,12,9,6,0,1,2,0,1,2,2,27
Paraguay,0,18,0,611,6,4,0,2,10,85,14,0,0,5,84,181,1,24
Zimbabwe,0,0,11,43,11,7,2,708,971,386,0,415,692,1,2303,172,0,23
Sri Lanka,0,0,0,304,0,2,54,0,0,127,0,0,0,0,2,0,0,19
Nicaragua,0,0,0,0,29,1,0,40,666,0,0,3,0,0,5,0,0,15
Slovenia,37,0,0,1084,880,319,387,160,672,987,2257,115,120917,1867,24,392,48,12
Dominica,0,0,0,0,0,0,0,0,0,0,0,127,0,6,0,1,10,9
Belarus,0,1898,0,0,0,2,0,285,210,0,39,47,168,210,391,119,250,8
Latvia,29,0,0,66,0,6,7,55,35,34,12,10,10,3,7,3,37,8
Honduras,0,0,0,0,0,0,271,0,0,0,0,0,0,0,21,0,0,7
Mali,0,1,0,0,0,0,3,0,0,570,3,0,1,370,0,0,47,7
Algeria,922,0,0,526,0,0,11,0,32,7,0,2,0,0,22,0,4,6
Botswana,0,0,40,491,16,171,4,0,0,2,0,62,0,917,17,13,92,6
"Venezuela, Bolivarian Republic of",0,0,8,3,178,3,55,1,0,5,0,9,0,1,29,1,3,5
Afghanistan,0,0,0,1,440,30,35,348,1,3,0,0,16,104,1,1,1,4
Guinea,0,0,0,3,209,0,0,1531,2933,0,0,8,0,6,15,162,57,4
Syrian Arab Republic,0,0,0,652,178,327,226,135,25,50,5,1,0,0,0,164,0,4
Marshall Islands,0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,196,16,3
Kazakhstan,0,0,0,11,3,60,7,33,0,52,0,3,0,42,59,45,27,3
Timor-Leste,0,0,0,7,17,27,447,22,0,30,10,2,7,7,3,9,4,3
Sierra Leone,273,0,0,0,1,0,1,0,17,49,0,0,21,38,18,0,0,3
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,69,3
"Macedonia, North",0,0,0,703,0,0,7,0,0,0,0,0,0,0,0,0,0,3
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Somalia,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,2
United States Minor Outlying Islands,0,0,14,1445,43,141,30,4,0,7,0,0,22,0,0,0,0,2
Belize,0,0,0,0,1034,3,0,2180,31,141,0,0,0,73,28,3,41,2
Cabo Verde,0,2,0,850,348,98,59,25,91,1,2,0,14,0,0,4,0,2
Colombia,0,0,0,336,156,246,110,629,280,204,2,135,221,31,1,146,309,2
Iraq,0,0,0,23,79,1350,0,15,21,6,16,59,0,1,4,0,5,2
Lao People's Democratic Republic,0,0,0,485,0,0,0,0,0,181,94,32,0,0,0,0,5,2
Uruguay,11,0,0,342,499,155,1205,2398,606,514,0,120,37,3,1129,341,4,2
British Indian Ocean Territory,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andorra,0,0,0,384,82,0,0,0,12,0,0,0,0,38,15,8,9,1
Bangladesh,0,0,0,0,68,0,0,0,0,5,1,0,0,0,1,0,0,1
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,534,928,0,0,0,1
Liberia,0,0,0,1059,228,15,0,0,0,28,344,104,1,183,94,1754,185,1
Oman,0,0,0,8,8,23,0,5,81,0,7,0,5,0,17,4,214,1
Niger,0,0,0,1,0,40,0,17,19,15,0,0,0,43,103,100,0,1
Suriname,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,1
Cuba,9,0,0,3,9,41,16,1,16,2,39,7,0,2,22,1,3,0
American Samoa,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0
British Virgin Islands,0,0,0,0,11,0,3,2454,267,846,493,2813,696,2218,229,0,1,0
Chad,0,0,0,44,0,0,0,1,0,0,0,0,3,0,0,0,0,0
Cocos (Keeling) Islands,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands (Malvinas),0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,2,0
Gibraltar,0,0,0,2413,5816,142,0,1,0,482,290,0,0,3,0,5,1,0
Nauru,0,41,0,0,0,0,37,0,37,0,1,0,5,2,171,25,3,0
Norfolk Island,0,0,0,0,79,0,113,0,113,0,0,0,1,0,0,0,0,0
Saint Helena,0,20,0,28,0,1,0,0,1,0,0,0,0,0,79,0,1,0
Tokelau,0,0,0,0,0,19,54,31,78,147,156,0,0,7,0,11,7,0
Turkmenistan,0,0,0,284,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0
Albania,34,1,0,0,13,0,9,0,19,0,0,8,0,23,12,20,110,0
Bahamas,0,0,148,0,362,142,504,160,31,5861,4,0,0,0,0,0,0,0
Bahrain,0,0,0,8,0,0,0,2,0,1,0,6,71,427,0,0,66,0
Armenia,3,331,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,289,0,0,0,0,0,0,0,27,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Burundi,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,15,0,1,0,0,0,0,0,1,27,10,1,0
Central African Republic,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
Dominican Republic,0,0,0,0,0,0,0,6,0,0,0,17,1,0,7,1,0,0
El Salvador,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Faroe Islands,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
French Polynesia,0,0,0,0,0,0,288,0,0,0,0,0,2,0,0,0,0,0
Gambia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,79,0,0,0,0,6,0,0,0,0,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Jamaica,0,0,0,0,1,0,0,33,2,0,0,0,0,1,0,0,3,0
Kyrgyzstan,0,59,354,1086,61,45,8,60,17,15,0,0,1,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Libya, State of",0,0,0,0,6,44,0,17,84,3,2,0,0,0,0,0,0,0
Madagascar,0,0,0,2,2,6,2,0,0,1,0,43,8,0,0,24,0,0
Malawi,0,0,0,0,2,0,3,0,0,0,8,0,0,0,0,8,100,0
Montenegro,0,0,0,0,0,0,0,0,1,0,106,0,64,26,0,0,0,0
Montserrat,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,508,0,1,0,0,0,0,0,0,0,1,0
Netherlands Antilles,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,0,0,0,2,0,0,0,0,0,54,0,0,0,0,10,0,0,0
New Caledonia,175,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1478,0,0
Vanuatu,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,36,0
Papua New Guinea,0,0,0,13,5,2,1,4,1,0,76,169,73,0,0,0,0,0
Peru,0,0,0,90,5,0,14,0,135,20,7,9,65,218,5,36,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Saint Kitts and Nevis,0,0,0,0,0,3,0,7,3,0,0,4,0,0,0,0,0,0
Anguilla,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,996,79,43,25,0,6,46,71,0,0,0,0,0,88,0
Seychelles,0,0,0,59,20,0,0,836,45,233,151,0,0,289,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,3,0
Sudan (before 2012),0,0,0,155,1,56,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,204,850,0,54,0,0,2563,0,0,0,32,0,26,0,7,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0
Samoa,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Yemen,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0
HHI,0.342020609,0.301533164,0.254106745,0.377319424,0.24927334,0.223370879,0.24127196,0.239958973,0.233832187,0.251904529,0.238000212,0.269940998,0.209936343,0.222755519,0.235920741,0.213145999,0.222796919,0.249762192
