Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,933,759,893,1379,1720,2422,2499,3072,1990,5638,6292,7944,9962,9963,9096,12280,13500,16608
Australia,258,361,260,656,995,1572,1536,1956,1344,3876,4541,6117,7466,6734,6657,9107,10833,12629
New Zealand,132,0,64,74,17,1,83,264,160,431,629,650,875,1677,1670,2113,1995,3354
Vanuatu,278,320,396,494,617,676,563,638,363,1133,871,674,922,1108,718,941,518,224
Fiji,135,15,25,0,0,0,54,37,119,190,233,301,0,78,8,96,90,215
Papua New Guinea,128,47,107,101,63,163,205,175,0,0,15,128,134,293,0,0,0,184
Malaysia,0,0,0,1,0,10,3,1,0,1,1,3,1,4,12,0,0,1
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0
China,2,11,33,53,28,1,56,0,0,3,1,63,389,65,30,22,1,0
France,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,2,0,0,26,1,0,0,1,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
Singapore,0,3,7,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
HHI,0.111742137,0.390082326,0.277476609,0.330145437,0.424612964,0.50947062,0.455534433,0.481911119,0.469448441,0.568569527,0.586136868,0.670168908,0.642226501,0.559080139,0.592167239,0.575244809,0.716718645,0.640181541
