Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,22384,65302,73705,74314,61967,71893,89633,117767,101360,156576,216993,143415,117123,90130,88268,105722,71198,116427,130007,135699
China,0,0,1833,4764,840,1435,9726,14820,7652,47361,57245,39286,0,0,25234,26697,49,22159,32062,38106
Switzerland,0,0,108,39,1912,0,27,1362,4624,2864,2523,107,38409,24342,17444,23177,23470,39056,29745,31672
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30848
Belgium,791,969,346,463,1453,626,972,1631,2418,1389,1409,918,11,628,459,1392,1887,10775,13364,14561
South Africa,1052,580,0,4223,8756,5211,5147,2327,4094,2987,8376,8965,5937,2220,3391,1542,2644,2883,4581,5867
Germany,1145,1416,2337,130,2136,537,1100,875,3506,2409,10403,24193,17000,27465,3726,6051,3488,3656,5458,5235
Zimbabwe,3155,22441,21621,22350,20699,17417,24515,29533,24980,65327,20857,18044,1323,2674,4103,16893,76,1180,3041,3085
United Arab Emirates,0,0,0,0,27,0,0,241,2,66,30431,37,1809,456,12,1236,467,92,56,1371
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370
Denmark,0,988,311,2245,882,111,0,185,0,0,0,727,781,1106,603,214,0,731,878,1159
Bulgaria,0,0,0,1054,370,240,184,1940,0,0,354,398,564,0,183,284,327,500,13,681
Egypt,998,1396,18,599,87,0,0,0,0,323,0,171,0,0,0,0,0,0,597,631
United States of America,37,0,387,173,0,0,0,0,0,603,0,1264,0,0,99,0,162,367,0,575
"Congo, Democratic Republic of the",48,0,0,0,0,0,0,1,12,6,11,104,30,76,452,1768,898,3069,564,199
Georgia,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Philippines,0,0,0,206,158,473,2357,1290,719,524,990,874,1770,0,118,149,0,0,0,117
Angola,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,5,31,15,165,31
France,392,7,87,77,821,194,1384,1113,1635,4473,2362,202,661,0,80,0,0,19,0,22
Botswana,0,0,0,0,0,12,0,0,0,0,0,0,61,0,0,0,14,154,354,21
British Virgin Islands,0,0,0,0,0,0,799,177,2809,10815,0,0,0,211,0,0,0,0,66,8
Northern Mariana Islands,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,2334,0,0
Australia,0,310,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,20,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Congo,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,87,0,0,0,0,0,0,0,0,0,0,214,0,0,0,193,191,402,115,0
Dominica,0,0,0,0,0,0,86,146,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0
Greece,0,0,40,0,0,7,0,0,0,0,0,349,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,2292,2920,463,1564,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Indonesia,0,22,118,0,0,0,0,0,0,107,56,251,632,74,0,0,0,0,422,0
"Iran, Islamic Republic of",1058,0,278,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,137,2298,0,986,676,505,0,429,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,74,70,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,710,57,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Kenya,0,0,1004,2078,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0
Latvia,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,48,0,0,0
Malawi,13000,32732,42722,30488,19596,44610,39894,60626,38429,9980,77937,47243,43464,29908,30509,20996,33384,26867,33366,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,335,82,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,496,64,0,0,239,0,0,0,126,0,0,0,0,0
Mozambique,111,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,45,117,772,0
Namibia,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,36,0,0
Netherlands,0,0,0,0,0,0,1002,0,273,1785,15,0,0,0,0,0,0,0,0,0
New Zealand,0,447,0,99,0,0,0,0,832,654,632,0,0,0,84,0,0,0,0,0
Norway,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,150,0,354,0,0,118,0,0,0,0,0,0,0
Poland,0,637,939,1405,1916,0,0,0,5964,926,688,0,0,0,136,0,125,394,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
Romania,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,212,0,0,0,0
Russian Federation,0,0,0,628,225,85,95,160,0,64,0,0,175,0,117,81,159,219,368,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
India,0,0,0,0,0,0,390,2,0,419,0,0,0,0,0,372,404,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,273,0,178,0,0,0,0,0,0,0
Viet Nam,0,0,726,0,0,0,0,299,0,0,194,0,0,0,0,0,0,0,0,0
Spain,83,323,560,655,1019,0,717,317,965,495,0,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,867,0,0,0,0
Eswatini,0,0,0,8,103,0,0,0,0,0,56,11,3531,354,0,0,0,916,1279,0
Thailand,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,940,0,0,0,0
Türkiye,0,0,0,129,0,371,0,0,0,0,0,0,0,0,0,0,0,0,196,0
Ukraine,210,0,0,12,10,0,0,0,98,103,12,0,0,0,0,0,0,0,0,0
United Kingdom,0,17,195,496,4,0,634,71,1690,1653,1116,0,0,0,2,0,0,0,0,0
"Tanzania, United Republic of",59,0,0,0,2,0,0,0,0,0,0,0,0,101,148,0,0,0,3,0
HHI,0.480631156,0.480263951,0.547544987,0.413139399,0.357518723,0.565068739,0.4091649,0.484243505,0.330054912,0.415460919,0.348292987,0.332315801,0.377300009,0.369258933,0.363031032,0.278872532,0.467811872,0.327636183,0.30650003,0.289075413
