Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3979,3246,9048,20034,29307,31034,30026,26165,14619,5675,3724,3609,1847,1540,1283,1035,1081,2097,2555,1443
China,949,1662,6055,10293,20001,16333,19829,19751,12908,4685,2585,2346,876,433,495,260,329,1367,1489,456
France,858,431,328,246,479,515,491,335,337,337,319,417,321,370,306,393,270,401,569,445
Denmark,3,31,6,3,2,4,1,2,0,14,79,8,1,0,1,2,11,32,0,163
Türkiye,0,3,3,17,24,0,13,0,8,7,1,11,11,11,21,13,9,11,43,69
Côte d'Ivoire,27,4,31,59,77,9,42,40,1,4,5,91,19,18,0,10,3,8,0,50
United Arab Emirates,4,16,49,0,16,9,15,3,2,7,4,36,28,5,14,14,3,14,45,48
South Africa,2,1,3,19,6,77,35,3,3,3,10,15,10,0,0,13,0,63,95,27
United States of America,66,23,49,27,12,27,27,23,33,28,26,50,38,125,59,9,190,1,2,27
Ghana,0,0,60,3,0,67,26,3,2,1,4,67,88,12,33,31,50,38,60,19
Switzerland,0,1,2,0,24,19,2,31,0,0,25,0,0,0,5,0,34,3,12,18
Cyprus,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,4,0,8,19,14
Togo,37,55,467,492,576,742,1548,251,249,108,21,68,22,18,3,9,5,16,19,12
Bangladesh,3,0,0,0,14,0,0,15,0,0,13,0,0,0,9,9,0,0,0,10
Germany,24,16,24,16,29,7,16,47,5,13,43,17,31,39,16,4,68,8,19,10
Nigeria,2,2,10,12,3,150,13,2,0,2,0,7,4,6,6,3,2,6,21,8
Belgium,35,72,56,13,12,40,37,36,28,43,98,46,57,91,58,114,6,8,13,7
Canada,2,3,3,1,2,3,2,4,0,2,10,9,7,5,7,8,7,2,2,7
Netherlands,5,0,2,8,30,126,45,128,55,42,76,36,15,10,4,0,11,0,2,6
Saudi Arabia,32,0,0,7,1,2,6,10,6,2,7,3,2,15,0,3,4,1,1,6
India,24,8,17,2,110,21,63,25,8,0,70,8,2,45,114,64,0,2,5,6
Gabon,10,0,0,0,1,0,8,4,10,5,8,3,14,3,1,0,1,3,0,4
Pakistan,0,0,14,97,364,932,307,265,62,32,0,0,0,1,0,0,0,0,0,4
Senegal,44,14,14,29,22,83,13,19,8,8,29,28,4,43,6,10,14,8,9,4
"Hong Kong, China",362,103,1108,7624,6577,11289,7232,4854,653,70,29,2,109,26,1,0,0,13,0,3
Italy,41,13,11,82,95,27,41,25,25,38,16,43,46,23,32,8,5,5,6,3
Morocco,3,0,2,0,57,2,2,0,50,4,14,6,8,14,0,0,0,9,9,3
Spain,1,18,0,2,45,115,3,67,18,23,11,92,5,45,17,20,1,19,9,3
United Kingdom,2,1,5,46,4,3,10,20,6,50,7,25,5,31,15,0,20,9,7,2
Guinea,6,6,4,1,2,0,0,0,0,6,8,0,1,1,0,0,0,0,0,1
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kuwait,0,1,1,0,0,0,2,0,0,0,1,0,7,1,0,0,3,0,0,1
Lebanon,8,2,0,0,5,9,0,12,8,46,4,21,5,35,8,1,7,4,1,1
Singapore,47,95,74,14,13,31,0,0,0,0,2,2,0,5,0,0,0,27,0,1
Cameroon,4,12,7,4,3,2,68,2,15,7,5,4,6,12,0,0,0,0,0,0
Chad,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",28,44,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pitcairn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
