Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,5611,2625,2488,4771,5479,7950,5210,7184,6899,5919,4051,11776,9423,5244,2697,4061,5149,7963,14113,15566
United Arab Emirates,0,0,0,0,0,0,0,0,0,244,1111,2089,800,270,1049,1833,2412,3192,8951,9790
Netherlands,4814,1931,1980,3775,4400,6475,2591,4610,4882,4143,782,5562,6049,3028,201,1115,1499,2910,2973,3570
France,703,512,180,346,89,388,404,183,298,571,765,832,592,649,848,1024,759,1193,1067,1545
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,299
Egypt,0,0,0,0,0,60,0,0,29,0,12,102,45,0,0,18,46,149,66,198
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,82
Belgium,19,10,25,5,35,139,208,31,46,34,40,279,71,15,72,15,103,72,65,70
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,6,22,75,12
Nigeria,3,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,207,350,180,1004,1232,1045,714,635,481,146,0,0,0,0,0,0,0
Austria,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,3,3,133,137,0,448,258,21,0,0,0,27,0,0,0,0,36,0,0
Ireland,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
Côte d'Ivoire,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,79,40,0,22,0,0,0
New Zealand,0,0,0,0,0,0,0,0,107,0,90,1576,1063,279,158,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,5,0,245,3,15,16,0,0,0,236,0,0,259,0,0
Portugal,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,324,126,309,95,0,45,179,0,0,0
India,0,0,55,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
South Africa,18,0,2,22,14,0,1,14,3,1,0,0,0,0,0,0,0,32,35,0
Switzerland,0,114,194,151,144,125,94,150,167,150,102,104,91,91,90,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,0
United States of America,0,0,0,12,6,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,41,48,49,60,304,405,404,238,237,47,73,607,230,692,0,0,89,57,0,0
HHI,0.794418866,0.618205925,0.696041032,0.703223341,0.712778536,0.73454271,0.346402622,0.525311417,0.615425191,0.577737856,0.192770926,0.329425934,0.515898813,0.430196818,0.277740419,0.333710436,0.375063938,0.387284975,0.524314726,0.500643003
