Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,24883,29801,47280,39388,45017,46249,47350,80508,87881,3306,43400,65154,8,60407,65270,67088,59884,52404,52165,67592
Belgium,2723,6463,4230,8636,2189,6519,5140,11317,13517,0,1846,5082,0,6322,4506,6789,5895,7473,7066,14039
Pakistan,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13862,12923,10543,8820,9714,11908
Switzerland,12541,11526,22469,14762,15773,20493,18787,30372,33437,604,14026,23353,0,22468,8863,9422,10291,7972,3179,10106
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6931,6462,5271,4401,4840,5954
United Kingdom,4891,3866,9105,3962,7290,150,528,15738,17508,877,2169,1096,0,1178,4996,4559,3914,2731,3723,4360
Oman,62,5,70,302,696,1311,1488,1805,2192,0,1800,1465,0,1558,3172,2988,2998,5795,5916,3729
Germany,554,1671,1676,845,3255,5211,8151,2309,3072,0,2544,12050,0,6961,8800,7543,6527,6073,5242,3278
Mauritius,0,0,0,0,0,0,0,0,0,0,0,71,0,458,655,439,281,965,632,2514
"Tanzania, United Republic of",60,8,99,1161,2,383,19,41,66,1519,182,111,0,9,146,90,29,114,1769,1918
Uganda,0,14,591,345,323,186,114,326,2422,215,555,1555,0,1973,3215,3435,5773,1507,1778,1911
United States of America,821,381,93,143,512,883,0,0,603,0,373,727,0,971,1107,1842,1220,827,911,1524
France,386,1064,2242,1412,1304,453,920,501,1442,0,577,400,0,770,430,669,700,305,114,1289
Netherlands,1432,2063,2147,1758,219,525,681,488,798,5,226,776,0,604,0,1022,109,0,181,1159
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,37,148,100,252,870
Kenya,580,598,1013,2311,5886,5580,6241,8289,10929,0,12594,11942,0,13781,2716,1824,338,2722,3762,652
