Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,0,0,0,0,0,0,0,0,0,419,445,234
Pakistan,0,0,0,0,0,0,0,0,0,294,245,212
Spain,0,0,0,0,0,0,0,0,0,0,0,9
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,8
China,0,0,0,0,0,0,0,0,0,104,149,5
Argentina,0,0,0,0,0,0,0,0,0,0,0,1
Bangladesh,0,0,0,0,0,0,0,0,0,0,1,0
Indonesia,0,0,0,0,0,0,0,0,0,13,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,3,0
Malaysia,0,0,0,0,0,0,0,0,0,0,35,0
Morocco,0,0,0,0,0,0,0,0,0,5,0,0
India,0,0,0,0,0,0,0,0,0,0,13,0
Thailand,0,0,0,0,0,0,0,0,0,0,1,0
Türkiye,0,0,0,0,0,0,0,0,0,3,0,0
HHI,0,0,0,0,0,0,0,0,0,0.538799251,0.437115314,0.833036382
