Importers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,18021,906,785,737,630,2547,2377,6338,4949,3655,3843,3543,3051,12004
India,22,11,60,72,42,0,902,2573,4142,1865,1721,1162,2140,9322
Türkiye,0,0,0,0,0,0,0,38,18,156,566,363,12,760
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,397
Italy,14,4,18,28,0,0,0,0,1,0,9,21,2,361
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,345
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,188
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,98
Sri Lanka,178,0,0,45,0,0,1,15,75,41,155,1028,341,85
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,78
United Kingdom,2,4,2,0,0,49,2,137,6,41,104,0,0,78
Viet Nam,0,0,16,1,0,2,0,0,0,189,130,17,59,47
United Arab Emirates,296,0,0,12,53,138,208,217,162,302,183,191,151,44
Germany,367,30,23,0,1,2,817,1,10,1,0,0,8,38
Netherlands,0,0,0,0,0,14,0,0,0,0,0,0,0,31
New Zealand,0,0,0,0,7,24,32,22,20,25,25,30,31,30
Spain,158,122,24,0,31,0,0,0,0,0,0,0,0,27
Belgium,0,0,0,0,0,75,5,6,49,0,0,0,0,14
China,0,0,0,8,0,23,80,0,16,17,0,57,44,14
"Hong Kong, China",189,24,23,129,93,1575,167,1373,99,84,6,5,10,13
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Korea, Republic of",0,26,12,0,68,6,0,0,0,0,74,43,4,8
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Australia,0,0,0,0,0,0,0,0,4,0,0,0,0,2
Greece,0,0,0,0,0,0,0,20,0,0,2,0,5,1
Kuwait,0,0,0,0,0,0,0,7,0,0,0,1,0,1
Malaysia,0,0,0,0,11,0,5,21,0,8,0,299,96,1
French Southern and Antarctic Territories,0,0,0,0,0,0,0,1525,0,0,0,0,0,0
Bahrain,0,64,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,42,118,26,0
Canada,0,0,0,233,119,148,2,179,66,26,18,8,0,0
Colombia,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Cyprus,0,0,39,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,38,0,0,0,0
Estonia,0,0,0,0,0,116,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,90,0,0,0
France,0,388,0,0,20,8,0,22,29,72,0,0,0,0
Haiti,928,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,8,15,0,0,0,3,0,8,0,21,211,23,0,0
"Iran, Islamic Republic of",0,0,0,19,0,0,0,0,0,0,0,0,0,0
Japan,29,35,23,0,0,0,0,0,0,4,14,0,1,0
Jordan,0,0,0,0,0,0,31,0,4,44,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,95,0,0,68,0,0
Mauritius,0,0,0,0,0,0,0,0,3,0,5,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nepal,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Netherlands Antilles,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Pakistan,0,0,8,22,0,0,0,0,1,0,0,0,94,0
Philippines,0,0,0,0,0,0,0,7,0,11,0,103,13,0
Poland,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,61,40,21,61,424,0,15,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Singapore,15818,0,343,72,0,0,0,0,5,254,53,0,0,0
Sweden,0,0,4,0,0,0,0,0,6,0,0,0,0,0
Switzerland,0,42,14,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,10,0,0,0
United States of America,14,141,175,97,161,362,65,129,83,31,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,32,341,0,0,0,0
HHI,0.83369117,0.290540318,0.331424415,0.180771443,0.164316712,0.517669661,0.354346286,0.379850842,0.796067687,0.425277447,0.348902027,0.29855309,0.628760246,0.727929881
