Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,41862,52533,56080,0,26203,26049,19866,29656,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,474,1283,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
France,0,0,4,19,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,81,1151,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0
Germany,0,0,11,0,1871,0,2882,77,5029,17,0,0,0,0,0,0,0,0,0,0
Greece,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,41,27,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,2367,4672,1987,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,11908,29103,35187,0,3184,252,102,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,10,13,3,4,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libya, State of",0,0,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,515,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,6163,8856,14609,0,19644,24738,14622,27484,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,47,2,10,0,22,8,2,314,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,4636,505,61,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,8634,2309,0,0,5,0,0,126,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,202,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,91,111,1525,0,141,66,3,10,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,2387,825,0,70,861,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,1810,2103,1,0,145,1,102,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.234011583,0.442663027,0.534662601,0,0.682614165,0.927321975,0.657174521,0.900719856,0,0,0,0,0,0,0,0,0,0
