Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,295,672,337,654,1092,1664,851,1424,1231,1675,1086,969,223,1053,1105,1288,420,817,1542,946
Germany,0,665,337,0,0,817,0,606,1231,1142,564,966,0,676,1100,1271,401,813,977,942
Belgium,295,6,0,654,705,847,848,0,0,533,0,0,6,1,0,0,0,0,563,2
Kenya,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
United States of America,0,0,0,0,387,0,0,0,0,0,522,0,0,14,0,15,17,0,0,1
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
France,0,0,0,0,0,0,1,0,0,0,0,0,178,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,3,0,363,0,0,0,0,0,0
HHI,1,0.975451849,1,1,0.100282941,0.000392325,0.991667331,0.026607909,1,0.414157274,0.001804772,0.989446093,0.628092971,0.457598417,0.984586181,0.968936885,0.919731007,0.988424938,0.364161582,0.991550073
