Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,467,498,834,144,2871,33999,40946,13713,7710,763,1273,1272,1305,531,54,1229,1028,2805,10665,4660
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218
Netherlands,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,1056,871,1876,2352,2034
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,195,220,147,4,0,0,634,486,244
United States of America,0,0,0,0,0,9,0,193,0,0,90,0,0,9,8,106,97,273,786,155
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,11,6,8
Australia,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Myanmar,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,156,375,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Hong Kong, China",0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,3,0,0,0,0,61,0,0,0,0,0,114,0,0,0,0,4,8,2,0
Kyrgyzstan,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,80,0,2475,0,0,383,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Norway,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,14,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
Singapore,0,0,48,0,0,26018,30930,9389,0,0,847,5,18,0,0,0,0,0,0,0
Viet Nam,44,0,234,143,2598,7716,7332,3140,7708,375,327,108,901,0,0,0,40,0,6237,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Sweden,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,420,483,538,0,193,0,89,130,0,6,10,814,0,0,20,0,0,0,780,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
United Kingdom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,8,3,2,0
HHI,0.77357658,0.898758717,0.412020058,0.976373084,0.781929234,0.697315827,0.599623074,0.53466334,0.999114456,0.296240383,0.433519565,0.442558898,0.495048351,0.429138926,0.149938866,0.770674173,0.764440796,0.514426053,0.466509611,0.364628873
